Attribute ID,Label Type,Street ID,OSM Street ID,Neighborhood 1me,Attribute Latitude,Attribute Longitude,Avg Image Capture Date,Avg Label Date,Severity,Agree Count,Disagree Count,Unsure Count,Cluster Size,User IDs
123568282,CurbRamp,20720,332223487,"Atlantic",47.600845,-122.31684,2020-03-31T16:00Z,2022-02-12T17:19:27.167Z,1,2,0,0,3,"[a5e38991-dc2f-44df-9968-d63a2916e413,46bcaa7c-c94d-4dd5-9886-d21f86543f28,c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568283,CurbRamp,20720,332223487,"Atlantic",47.600906,-122.31684,2019-12-13T00:00Z,2022-04-25T00:02:34.099833Z,1,3,0,0,5,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,46bcaa7c-c94d-4dd5-9886-d21f86543f28,197eefd6-6ee2-4797-8596-a59ae40d288c,c74affdb-42a2-400d-a674-153cf7c54eb9,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568284,CurbRamp,24071,428233432,"Atlantic",47.600967,-122.31684,2018-05-01T00:00Z,2019-05-10T01:13:38.015Z,2,0,0,0,1,"[a5e38991-dc2f-44df-9968-d63a2916e413]"
123568285,CurbRamp,3864,6405076,"Atlantic",47.60079,-122.31424,2019-05-01T00:00Z,2024-08-01T20:23:54.147Z,1,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123568286,CurbRamp,3864,6405076,"Atlantic",47.600864,-122.31414,2019-05-01T00:00Z,2020-07-15T01:38:03.598Z,1,0,0,0,1,"[8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568287,CurbRamp,20712,332223482,"Yesler Terrace",47.600655,-122.31693,2018-10-30T12:00Z,2020-07-02T01:22:08.902500Z,2,0,0,1,2,"[a5e38991-dc2f-44df-9968-d63a2916e413,46bcaa7c-c94d-4dd5-9886-d21f86543f28]"
123568288,CurbRamp,20712,332223482,"Yesler Terrace",47.600773,-122.316956,2021-04-01T12:00Z,2023-04-15T00:50:14.412250Z,1,2,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568289,CurbRamp,21006,333370569,"Inter1tio1l District",47.5992,-122.31602,2019-06-01T00:00Z,2021-01-07T13:14:50.190Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123568290,CurbRamp,2750,6384250,"Atlantic",47.600025,-122.315765,2019-06-01T00:00Z,2020-07-15T01:24:45.877Z,1,1,0,0,1,"[8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568291,CurbRamp,4229,6413383,"Yesler Terrace",47.601612,-122.31675,2020-06-15T12:00Z,2023-07-23T05:55:44.656334Z,1,3,0,0,2,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,c74affdb-42a2-400d-a674-153cf7c54eb9,db47ab06-5f24-4367-8faa-f9185725d0c3]"
123568292,CurbRamp,21449,347092914,"Atlantic",47.600086,-122.317085,2018-12-31T00:00Z,2020-06-21T02:53:13.376500Z,1,3,0,0,2,"[7c8d6857-9481-4bed-83f6-0b0b0377fb6f,46bcaa7c-c94d-4dd5-9886-d21f86543f28]"
123568293,CurbRamp,21449,347092914,"Atlantic",47.60002,-122.3161,2018-11-15T00:00Z,2020-02-22T01:21:03.469333Z,2,3,0,0,2,"[a5e38991-dc2f-44df-9968-d63a2916e413,8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568294,CurbRamp,2750,6384250,"Atlantic",47.600033,-122.31571,2018-05-31T12:00Z,2019-12-12T01:27:07.802Z,2,2,0,0,2,"[a5e38991-dc2f-44df-9968-d63a2916e413,8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568295,CurbRamp,13123,32121988,"Atlantic",47.601635,-122.31668,2020-06-15T12:00Z,2023-02-20T17:18:53.610Z,1,3,0,0,4,"[46bcaa7c-c94d-4dd5-9886-d21f86543f28,db47ab06-5f24-4367-8faa-f9185725d0c3,c74affdb-42a2-400d-a674-153cf7c54eb9,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568302,CurbRamp,9727,6506833,"Atlantic",47.60163,-122.311516,2023-04-02T12:00Z,2024-10-28T20:54:05.476333Z,2,0,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9,24e0a596-2733-44c3-b7af-0cea29097309,593c2f1f-570c-4bf8-a203-48b59c4a8283]"
123568303,CurbRamp,19420,256996974,"Minor",47.60167,-122.311615,2021-11-01T00:00Z,2024-07-30T20:37:19.227Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309,593c2f1f-570c-4bf8-a203-48b59c4a8283]"
123568304,CurbRamp,19420,256996974,"Minor",47.60165,-122.31169,2022-01-15T12:00Z,2023-03-13T22:24:51.629500Z,2,1,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568305,CurbRamp,19420,256996974,"Minor",47.60162,-122.31165,2021-01-06T00:00Z,2022-09-05T08:16:14.910800Z,2,5,0,0,5,"[c74affdb-42a2-400d-a674-153cf7c54eb9,12d3f3e7-1635-41ee-84e5-28f4130828d5,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,593c2f1f-570c-4bf8-a203-48b59c4a8283]"
123568306,CurbRamp,19420,256996974,"Minor",47.601635,-122.31276,2020-03-11T08:00Z,2022-01-23T03:22:15.105333Z,2,1,0,0,3,"[7877096f-71c2-4bc9-81f7-4931ac837123,8b9c4528-e76a-4d19-997c-4e46704ca936,24e0a596-2733-44c3-b7af-0cea29097309]"
123568310,CurbRamp,12487,22917663,"Atlantic",47.60091,-122.31402,2020-06-20T08:00Z,2022-02-12T23:18:32.369333Z,1,4,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,24e0a596-2733-44c3-b7af-0cea29097309,8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568316,CurbRamp,3864,6405076,"Atlantic",47.600784,-122.31405,2019-05-01T00:00Z,2022-02-12T23:18:58.641667Z,1,2,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,8b9c4528-e76a-4d19-997c-4e46704ca936,24e0a596-2733-44c3-b7af-0cea29097309]"
123568318,CurbRamp,3864,6405076,"Atlantic",47.600777,-122.314156,2019-05-01T00:00Z,2022-02-12T23:19:06.938Z,1,3,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,8b9c4528-e76a-4d19-997c-4e46704ca936,24e0a596-2733-44c3-b7af-0cea29097309]"
123568321,CurbRamp,3864,6405076,"Atlantic",47.600777,-122.31419,2019-05-01T00:00Z,2022-02-12T23:19:11.733667Z,1,2,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,24e0a596-2733-44c3-b7af-0cea29097309,8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568324,CurbRamp,3865,6405076,"Atlantic",47.60093,-122.314064,2021-01-14T12:00Z,2022-07-24T11:00:23.736500Z,2,1,0,0,2,"[24e0a596-2733-44c3-b7af-0cea29097309,8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568325,CurbRamp,12489,22917663,"Atlantic",47.600803,-122.31168,2020-05-01T08:00Z,2022-08-01T13:34:01.827333Z,2,3,0,0,3,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,c74affdb-42a2-400d-a674-153cf7c54eb9,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568326,CurbRamp,12487,22917663,"Atlantic",47.600803,-122.31402,2019-05-01T00:00Z,2022-02-12T23:18:53.119333Z,1,1,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,8b9c4528-e76a-4d19-997c-4e46704ca936,24e0a596-2733-44c3-b7af-0cea29097309]"
123568327,CurbRamp,21451,347092915,"Atlantic",47.59995,-122.31166,2018-09-01T00:00Z,2019-05-10T01:10:09.800Z,2,1,1,0,1,"[a5e38991-dc2f-44df-9968-d63a2916e413]"
123568328,CurbRamp,21452,347092915,"Atlantic",47.60006,-122.311485,2021-11-01T00:00Z,2025-05-10T23:22:17.215Z,3,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568329,CurbRamp,21442,347092910,"Atlantic",47.601593,-122.31423,2020-03-16T00:00Z,2022-11-15T09:30:03.221Z,1,3,0,0,4,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,24e0a596-2733-44c3-b7af-0cea29097309,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568330,CurbRamp,12489,22917663,"Atlantic",47.600796,-122.312805,2019-05-01T00:00Z,2020-07-15T01:41:41.295Z,2,2,0,0,2,"[8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568331,CurbRamp,12489,22917663,"Atlantic",47.60087,-122.312744,2024-09-01T00:00Z,2025-04-26T21:41:16.695Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568332,CurbRamp,19898,263712791,"Atlantic",47.598392,-122.311714,2020-03-24T12:00Z,2021-07-24T23:58:49.242600Z,1,4,0,0,4,"[5f876ffb-90f5-4b1b-a9ba-68df39043c15,12d3f3e7-1635-41ee-84e5-28f4130828d5,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,a5e38991-dc2f-44df-9968-d63a2916e413]"
123568333,CurbRamp,3865,6405076,"Atlantic",47.601612,-122.31414,2021-01-14T12:00Z,2024-09-02T19:42:04.938Z,1,1,0,0,2,"[41137e8a-86c3-4527-96e0-b60aaff2088b,24e0a596-2733-44c3-b7af-0cea29097309]"
123568334,CurbRamp,12487,22917663,"Atlantic",47.6009,-122.312935,2021-02-09T00:00Z,2022-02-10T17:30:42.371333Z,3,2,0,0,3,"[c74affdb-42a2-400d-a674-153cf7c54eb9,135b1c8c-ba4f-446b-a335-54673db39ca4,8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568335,CurbRamp,12489,22917663,"Atlantic",47.600906,-122.3128,2021-02-09T00:00Z,2022-02-17T09:03:30.454333Z,2,3,0,0,3,"[c74affdb-42a2-400d-a674-153cf7c54eb9,8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568336,CurbRamp,19415,256996971,"Minor",47.601654,-122.31299,2020-03-11T08:00Z,2022-03-29T18:37:11.609333Z,2,2,0,0,3,"[7877096f-71c2-4bc9-81f7-4931ac837123,24e0a596-2733-44c3-b7af-0cea29097309,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568337,CurbRamp,6826,6458014,"Atlantic",47.60093,-122.312836,2021-02-09T00:00Z,2021-11-26T16:32:10.578250Z,1,5,0,0,3,"[c74affdb-42a2-400d-a674-153cf7c54eb9,8b9c4528-e76a-4d19-997c-4e46704ca936,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
123568338,CurbRamp,6826,6458014,"Atlantic",47.601597,-122.312836,2020-03-11T08:00Z,2022-03-29T18:36:52.954667Z,2,3,0,0,3,"[7877096f-71c2-4bc9-81f7-4931ac837123,24e0a596-2733-44c3-b7af-0cea29097309,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123568416,CurbRamp,14077,49394452,"Atlantic",47.59877,-122.31359,2019-07-11T16:00Z,2021-02-13T01:32:40.690500Z,1,4,0,0,3,"[ec15a589-dd14-4513-a43e-8c06e55f4c71,435309a9-9476-4335-ade9-08bcdd4b922b,12d3f3e7-1635-41ee-84e5-28f4130828d5,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
123568417,CurbRamp,21451,347092915,"Atlantic",47.60005,-122.31403,2018-12-31T00:00Z,2019-12-12T01:25:27.404Z,2,1,0,0,2,"[8b9c4528-e76a-4d19-997c-4e46704ca936,a5e38991-dc2f-44df-9968-d63a2916e413]"
123568418,CurbRamp,14077,49394452,"Atlantic",47.598854,-122.313675,2019-07-01T12:00Z,2021-02-13T01:32:33.921750Z,1,3,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71,12d3f3e7-1635-41ee-84e5-28f4130828d5,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
123568419,CurbRamp,21439,347092907,"Atlantic",47.599358,-122.31427,2020-10-31T12:00Z,2021-12-15T06:07:30.680500Z,2,1,0,0,2,"[56e355be-1e8b-4460-b105-066ba767495b,24e0a596-2733-44c3-b7af-0cea29097309]"
123568420,CurbRamp,21439,347092907,"Atlantic",47.599426,-122.31433,2019-06-01T00:00Z,2020-07-15T01:41:06.366500Z,2,1,0,0,1,"[8b9c4528-e76a-4d19-997c-4e46704ca936]"
123568421,CurbRamp,2750,6384250,"Atlantic",47.59995,-122.3143,2018-05-01T00:00Z,2019-05-10T01:11:49.450Z,2,1,0,0,1,"[a5e38991-dc2f-44df-9968-d63a2916e413]"
123568541,NoSidewalk,19896,263712791,"Atlantic",47.598274,-122.31151,2018-05-01T00:00Z,2019-05-10T01:51:59.316Z,4,0,0,0,1,"[a5e38991-dc2f-44df-9968-d63a2916e413]"
123568599,NoSidewalk,14077,49394452,"Atlantic",47.598854,-122.31352,2021-11-01T00:00Z,2025-04-24T00:07:50.776Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568600,NoSidewalk,14077,49394452,"Atlantic",47.598778,-122.313484,2021-11-01T00:00Z,2025-04-24T00:07:55.395Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568601,NoSidewalk,14077,49394452,"Atlantic",47.59877,-122.31332,2021-11-01T00:00Z,2025-04-24T00:08:05.445Z,4,0,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568602,NoSidewalk,14077,49394452,"Atlantic",47.598858,-122.31336,2021-11-01T00:00Z,2025-04-24T00:07:59.598Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568603,NoSidewalk,14077,49394452,"Atlantic",47.598854,-122.31326,2021-11-01T00:00Z,2025-04-24T00:08:09.249Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568604,NoSidewalk,14077,49394452,"Atlantic",47.598854,-122.312584,2021-11-01T00:00Z,2025-04-24T00:08:40.643Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568605,NoSidewalk,14077,49394452,"Atlantic",47.598785,-122.31259,2021-11-01T00:00Z,2025-04-24T00:08:39.292Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568606,NoSidewalk,14077,49394452,"Atlantic",47.59887,-122.31246,2021-11-01T00:00Z,2025-04-24T00:08:43.248Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568607,NoSidewalk,14077,49394452,"Atlantic",47.59879,-122.31248,2021-11-01T00:00Z,2025-04-24T00:08:45.148Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568608,NoSidewalk,14077,49394452,"Atlantic",47.598763,-122.31284,2021-11-01T00:00Z,2025-04-24T00:08:19.595Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568609,NoSidewalk,14077,49394452,"Atlantic",47.598778,-122.31274,2021-11-01T00:00Z,2025-04-24T00:08:35.531Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568610,NoSidewalk,14077,49394452,"Atlantic",47.59885,-122.31283,2021-11-01T00:00Z,2025-04-24T00:08:18.747Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568611,NoSidewalk,14077,49394452,"Atlantic",47.598846,-122.31272,2021-11-01T00:00Z,2025-04-24T00:08:22.483Z,3,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568612,NoSidewalk,14077,49394452,"Atlantic",47.598763,-122.31299,2021-11-01T00:00Z,2025-04-24T00:08:15.969Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568613,NoSidewalk,14077,49394452,"Atlantic",47.59876,-122.313095,2021-11-01T00:00Z,2025-04-24T00:08:12.929Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568614,NoSidewalk,14077,49394452,"Atlantic",47.598846,-122.31296,2021-11-01T00:00Z,2025-04-24T00:08:14.938Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568615,NoSidewalk,14077,49394452,"Atlantic",47.598854,-122.31308,2021-11-01T00:00Z,2025-04-24T00:08:12.308Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568616,NoSidewalk,14077,49394452,"Atlantic",47.598812,-122.311745,2021-07-01T00:00Z,2025-04-24T00:09:27.946250Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568617,NoSidewalk,14077,49394452,"Atlantic",47.59885,-122.31184,2021-07-01T00:00Z,2025-04-24T00:09:14.523Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568618,NoSidewalk,14077,49394452,"Atlantic",47.59877,-122.31185,2021-07-01T00:00Z,2025-04-24T00:09:18.129Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568619,NoSidewalk,14077,49394452,"Atlantic",47.598778,-122.312035,2020-05-31T00:00Z,2025-04-24T00:09:03.905Z,4,0,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568620,NoSidewalk,14077,49394452,"Atlantic",47.59886,-122.31202,2020-05-31T00:00Z,2025-04-24T00:09:01.697Z,4,0,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568621,NoSidewalk,14077,49394452,"Atlantic",47.598827,-122.31219,2021-11-01T00:00Z,2025-04-24T00:08:51.804500Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568622,NoSidewalk,14077,49394452,"Atlantic",47.598858,-122.31231,2021-11-01T00:00Z,2025-04-24T00:08:48.551Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123568623,NoSidewalk,14077,49394452,"Atlantic",47.598785,-122.31231,2021-11-01T00:00Z,2025-04-24T00:08:49.485Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569159,SurfaceProblem,9726,6506833,"Atlantic",47.600166,-122.3117,2021-12-01T00:00Z,2025-05-10T23:21:34.829Z,3,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569160,SurfaceProblem,21451,347092915,"Atlantic",47.600056,-122.31167,2021-11-01T00:00Z,2024-04-06T21:53:37.505Z,2,1,0,0,1,"[c9d4636e-7267-4d52-a82c-f0dc859182d8]"
123569161,SurfaceProblem,9728,6506833,"Atlantic",47.5996,-122.311714,2018-09-01T00:00Z,2019-05-10T01:09:52.122Z,4,0,0,0,1,"[a5e38991-dc2f-44df-9968-d63a2916e413]"
123569166,SurfaceProblem,24236,428247255,"Atlantic",47.597862,-122.31295,2023-02-01T00:00Z,2025-04-24T00:48:05.499Z,2,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569169,SurfaceProblem,19902,263712957,"Atlantic",47.597427,-122.31227,2023-02-01T00:00Z,2025-04-24T00:23:52.631Z,5,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569335,SurfaceProblem,12489,22917663,"Atlantic",47.60078,-122.312805,2019-05-01T00:00Z,2020-07-15T01:37:25.994Z,3,2,0,0,1,"[8b9c4528-e76a-4d19-997c-4e46704ca936]"
123569336,SurfaceProblem,12489,22917663,"Atlantic",47.60079,-122.31231,2024-09-01T00:00Z,2025-04-26T21:36:50.321Z,3,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569337,SurfaceProblem,6826,6458014,"Atlantic",47.601192,-122.312996,2019-05-01T00:00Z,2020-06-25T05:15:09.393Z,3,2,0,0,1,"[135b1c8c-ba4f-446b-a335-54673db39ca4]"
123569340,SurfaceProblem,9726,6506833,"Atlantic",47.60066,-122.3117,2021-11-01T00:00Z,2025-05-10T23:20:11.435Z,4,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569341,SurfaceProblem,12489,22917663,"Atlantic",47.60084,-122.31158,2021-11-01T00:00Z,2025-01-06T15:57:54.550333Z,2,0,0,0,2,"[b5252c48-dd7c-4f44-af81-1efb9c815684,c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569343,SurfaceProblem,21437,347092906,"Atlantic",47.599884,-122.315506,2019-06-01T00:00Z,2020-06-25T05:03:58.451Z,4,3,0,0,1,"[135b1c8c-ba4f-446b-a335-54673db39ca4]"
123569344,SurfaceProblem,3865,6405076,"Atlantic",47.6016,-122.314156,2024-09-01T00:00Z,2025-05-08T04:37:32.674Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569348,SurfaceProblem,2165,6371699,"Atlantic",47.596584,-122.311966,2020-05-17T12:00Z,2024-08-02T19:29:14.121500Z,2,0,0,0,2,"[5649f240-6ca3-4b23-9114-c57ff92f9946]"
123569361,SurfaceProblem,9730,6506833,"Atlantic",47.598488,-122.31169,2018-09-01T00:00Z,2025-05-10T22:41:57.931Z,2,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569362,SurfaceProblem,24072,428233433,"Atlantic",47.599625,-122.31492,2019-06-01T00:00Z,2020-06-25T05:05:17.570Z,4,2,0,0,1,"[135b1c8c-ba4f-446b-a335-54673db39ca4]"
123569363,SurfaceProblem,21439,347092907,"Atlantic",47.599346,-122.31428,2018-08-01T00:00Z,2019-04-29T15:49:51.049Z,4,1,0,1,1,"[56e355be-1e8b-4460-b105-066ba767495b]"
123569364,SurfaceProblem,19898,263712791,"Atlantic",47.598377,-122.3133,2019-05-01T00:00Z,2021-07-27T16:37:07.947Z,2,1,1,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
123569365,SurfaceProblem,19898,263712791,"Atlantic",47.598286,-122.31252,2023-02-01T00:00Z,2025-04-24T00:27:50.534Z,3,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569369,SurfaceProblem,19902,263712957,"Atlantic",47.597427,-122.31242,2023-02-01T00:00Z,2025-04-24T00:19:22.356Z,5,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569429,Obstacle,20729,332223494,"Atlantic",47.599297,-122.31352,2021-11-01T00:00Z,2024-08-01T20:29:12.274Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569430,Obstacle,20729,332223494,"Atlantic",47.599148,-122.31372,2021-11-01T00:00Z,2024-05-08T03:50:33.613Z,4,1,0,0,1,"[bff15a08-5637-412e-8f0e-b585f5b21b32]"
123569431,Obstacle,21437,347092906,"Atlantic",47.599686,-122.3154,2019-06-01T00:00Z,2020-06-25T05:07:05.500Z,3,1,0,0,1,"[135b1c8c-ba4f-446b-a335-54673db39ca4]"
123569432,Obstacle,21449,347092914,"Atlantic",47.600124,-122.31708,2018-08-01T00:00Z,2019-04-17T06:02:31.059Z,1,3,1,0,1,"[7c8d6857-9481-4bed-83f6-0b0b0377fb6f]"
123569461,Obstacle,6826,6458014,"Atlantic",47.60133,-122.31302,2019-05-01T00:00Z,2020-06-25T05:15:23.131Z,3,3,0,0,1,"[135b1c8c-ba4f-446b-a335-54673db39ca4]"
123569462,Obstacle,6826,6458014,"Atlantic",47.601612,-122.31279,2021-11-01T00:00Z,2024-08-06T17:21:28.132Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569466,Obstacle,20729,332223494,"Atlantic",47.5993,-122.31336,2021-11-01T00:00Z,2024-08-01T20:30:31.928Z,4,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569483,Obstacle,19416,256996971,"Atlantic",47.601616,-122.313965,2022-10-01T00:00Z,2024-08-06T17:55:59.194Z,5,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569486,Obstacle,20729,332223494,"Atlantic",47.5993,-122.313156,2021-11-01T00:00Z,2024-08-01T20:30:45.603Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569487,Obstacle,20729,332223494,"Atlantic",47.599148,-122.31335,2021-11-01T00:00Z,2024-08-01T20:29:44.105Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569488,Obstacle,19898,263712791,"Atlantic",47.598373,-122.31331,2019-08-01T00:00Z,2020-07-15T19:07:27.391Z,1,0,0,0,1,"[60dd2a70-16cc-4023-88eb-f95791ba08a5]"
123569493,Obstacle,2165,6371699,"Atlantic",47.59659,-122.31166,2023-02-01T00:00Z,2024-10-17T18:11:13.549Z,4,1,0,1,1,"[497e70b2-19f6-4f12-8fff-4141a9033888]"
123569501,Obstacle,20729,332223494,"Atlantic",47.59914,-122.31304,2021-11-01T00:00Z,2024-08-01T20:30:57.068Z,1,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569502,Obstacle,2165,6371699,"Atlantic",47.596756,-122.31171,2022-04-17T00:00Z,2024-10-17T18:12:04.897Z,5,2,0,0,2,"[497e70b2-19f6-4f12-8fff-4141a9033888]"
123569505,Obstacle,19420,256996974,"Minor",47.601616,-122.31164,2021-11-01T00:00Z,2024-08-08T00:06:20.612Z,3,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569509,Obstacle,19421,256996974,"Minor",47.601635,-122.311485,2021-11-01T00:00Z,2024-08-08T00:07:09.393Z,3,1,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569513,Obstacle,20729,332223494,"Atlantic",47.59929,-122.31301,2021-11-01T00:00Z,2024-08-01T20:31:17.109Z,3,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569514,Obstacle,20729,332223494,"Atlantic",47.599308,-122.31193,2021-11-01T00:00Z,2024-08-01T20:32:49.125Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569515,Obstacle,20729,332223494,"Atlantic",47.599304,-122.31168,2021-07-01T00:00Z,2025-04-24T00:14:50.060Z,2,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569516,Obstacle,20729,332223494,"Atlantic",47.599316,-122.31206,2021-11-01T00:00Z,2024-08-01T20:32:33.867Z,5,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569517,Obstacle,20729,332223494,"Atlantic",47.599163,-122.31172,2021-07-01T00:00Z,2025-04-24T00:14:23.179Z,3,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569542,Other,21451,347092915,"Atlantic",47.60004,-122.31162,2021-11-01T00:00Z,2024-04-19T20:12:41.021Z,1,0,0,0,1,"[9608af7a-bedc-436c-98e8-e26f97c68dbe]"
123569549,NoCurbRamp,19421,256996974,"Minor",47.60164,-122.3115,2020-09-15T12:00Z,2023-05-31T05:32:47.125333Z,4,4,1,1,2,"[24e0a596-2733-44c3-b7af-0cea29097309,593c2f1f-570c-4bf8-a203-48b59c4a8283,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123569551,NoCurbRamp,9726,6506833,"Atlantic",47.600105,-122.3115,2019-05-01T00:00Z,2021-03-18T19:36:36.730Z,5,1,0,0,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
123569552,NoCurbRamp,9728,6506833,"Atlantic",47.59994,-122.311516,2021-11-01T00:00Z,2024-04-06T21:49:01.129Z,5,1,1,0,1,"[c9d4636e-7267-4d52-a82c-f0dc859182d8]"
