Attribute ID,Label Type,Street ID,OSM Street ID,Neighborhood Name,Attribute Latitude,Attribute Longitude,Avg Image Capture Date,Avg Label Date,Severity,Agree Count,Disagree Count,Unsure Count,Cluster Size,User IDs
122359327,CurbRamp,24820,452336727,"Belltown",47.614964,-122.333206,2019-05-01T00:00Z,2022-10-16T03:44:13.584500Z,1,1,0,0,2,"[1b960e1f-ac3c-4524-8cb2-a77905a25ef9,820c8b73-06eb-47c5-b1cb-01a7aacff8ef]"
122359328,CurbRamp,24820,452336727,"Belltown",47.61558,-122.334274,2020-11-30T00:00Z,2023-04-21T15:51:53.166667Z,1,2,0,0,3,"[55667ffe-1350-47c8-b934-96164f4d0e83,6b67f221-ff97-4057-ad09-bc3defdb77ba,95b778e8-26c2-424d-b879-07c558bb9b20]"
122359329,CurbRamp,27561,651668437,"Belltown",47.615524,-122.332436,2019-05-01T00:00Z,2021-04-25T23:40:19.592Z,2,3,0,0,2,"[84d2faaf-9e40-40ba-af2e-1a6ea798456c,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359330,CurbRamp,27561,651668437,"Belltown",47.61558,-122.33236,2019-05-01T00:00Z,2021-04-19T11:34:04.081Z,1,2,0,0,1,"[1b960e1f-ac3c-4524-8cb2-a77905a25ef9]"
122359331,CurbRamp,27194,621426646,"Belltown",47.615532,-122.33444,2020-08-15T12:00Z,2022-11-05T03:24:42.230Z,1,1,0,0,2,"[6b67f221-ff97-4057-ad09-bc3defdb77ba,95b778e8-26c2-424d-b879-07c558bb9b20]"
122359332,CurbRamp,17355,163419192,"Belltown",47.614918,-122.33516,2020-03-11T00:00Z,2022-12-01T12:06:02.142333Z,1,3,0,0,3,"[752f2f58-5ddd-45f6-8c58-e91f33af4b13,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359333,CurbRamp,14485,62206854,"Belltown",47.61622,-122.338196,2020-09-30T12:00Z,2022-05-28T11:32:25.722Z,1,1,0,0,2,"[95b778e8-26c2-424d-b879-07c558bb9b20,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359334,CurbRamp,22121,380116994,"Belltown",47.61584,-122.33864,2019-01-19T16:00Z,2019-09-24T08:12:41.792333Z,2,1,0,0,3,"[c7190807-b56e-40c5-b96e-49dc8368328c,369aaf86-bcfc-484e-9663-d5a6714d0c8e,f193f5bc-f5d6-4a0f-8bc2-688de0a9433e]"
122359335,CurbRamp,25301,465797214,"Belltown",47.61453,-122.34032,2019-06-16T00:00Z,2020-08-06T21:10:05.395Z,1,2,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359336,CurbRamp,25301,465797214,"Belltown",47.615128,-122.33993,2019-05-01T00:00Z,2020-04-14T14:48:17.237Z,3,1,0,0,1,"[88c31570-8f92-45ba-acf6-2d7249a4db38]"
122359337,CurbRamp,25301,465797214,"Belltown",47.615124,-122.33981,2019-08-01T00:00Z,2020-07-18T05:05:00.639Z,1,1,0,0,1,"[5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359338,CurbRamp,21340,341643487,"Belltown",47.617207,-122.33719,2019-05-01T00:00Z,2022-05-28T11:39:10.138500Z,1,1,0,0,2,"[95b778e8-26c2-424d-b879-07c558bb9b20,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359339,CurbRamp,7713,6472122,"Belltown",47.617794,-122.33632,2019-05-01T00:00Z,2022-10-15T10:34:06.510500Z,1,1,0,0,2,"[b0e28d1d-31c4-48e4-ac25-aa1757da18f4,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359340,CurbRamp,21340,341643487,"Belltown",47.61723,-122.3371,2020-05-13T00:00Z,2022-12-12T18:04:42.318400Z,1,4,0,0,5,"[b0e28d1d-31c4-48e4-ac25-aa1757da18f4,95b778e8-26c2-424d-b879-07c558bb9b20,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359341,CurbRamp,21341,341643493,"Belltown",47.617085,-122.33699,2019-12-23T06:00Z,2022-01-18T03:56:42.591200Z,1,6,0,0,4,"[95b778e8-26c2-424d-b879-07c558bb9b20,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5,b0e28d1d-31c4-48e4-ac25-aa1757da18f4]"
122359342,CurbRamp,21341,341643493,"Belltown",47.61718,-122.33691,2020-03-11T00:00Z,2022-01-18T03:57:01.600600Z,1,5,0,0,3,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,95b778e8-26c2-424d-b879-07c558bb9b20,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5,b0e28d1d-31c4-48e4-ac25-aa1757da18f4]"
122359343,CurbRamp,21340,341643487,"Belltown",47.617832,-122.3382,2019-05-01T00:00Z,2023-05-01T19:07:12.311333Z,1,1,0,0,3,"[2610c004-4382-4681-9c6d-e3bf998797dc,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359344,CurbRamp,21229,338863386,"South Lake Union",47.618477,-122.33866,2020-05-11T08:00Z,2021-12-29T01:03:27.139Z,1,3,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,7486977c-f91a-4ce0-be11-c0c8a0b38e12,5144c919-b1bb-458f-bea0-ac364596702a,95b778e8-26c2-424d-b879-07c558bb9b20]"
122359345,CurbRamp,12465,22768013,"Belltown",47.6178,-122.33833,2019-05-01T00:00Z,2022-03-10T22:56:40.462Z,1,1,0,0,2,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359346,CurbRamp,21229,338863386,"South Lake Union",47.618446,-122.33862,2020-03-21T08:00Z,2021-12-29T01:03:34.994500Z,1,7,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,7486977c-f91a-4ce0-be11-c0c8a0b38e12,5144c919-b1bb-458f-bea0-ac364596702a,95b778e8-26c2-424d-b879-07c558bb9b20]"
122359347,CurbRamp,18659,242288220,"Belltown",47.618107,-122.33859,2019-08-01T00:00Z,2020-12-01T03:24:21.064Z,1,3,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,95b778e8-26c2-424d-b879-07c558bb9b20]"
122359348,CurbRamp,21120,337671936,"Belltown",47.61778,-122.338455,2019-05-01T00:00Z,2024-05-08T21:52:05.864Z,1,1,0,0,1,"[752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359349,CurbRamp,18659,242288220,"Belltown",47.618168,-122.33857,2019-08-01T00:00Z,2020-12-01T03:24:21.717Z,1,4,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,95b778e8-26c2-424d-b879-07c558bb9b20]"
122359350,CurbRamp,18659,242288220,"Belltown",47.61841,-122.33836,2019-10-10T16:00Z,2021-11-04T10:50:20.294333Z,1,1,0,0,3,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12,76679fed-88b1-4378-b3b2-c8d69c628c27,5144c919-b1bb-458f-bea0-ac364596702a]"
122359351,CurbRamp,21340,341643487,"Belltown",47.617847,-122.33827,2019-05-01T00:00Z,2024-05-08T21:51:59.268Z,1,0,0,0,1,"[752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359352,CurbRamp,24265,428248109,"Belltown",47.61269,-122.33759,2019-05-31T16:00Z,2020-08-12T14:27:37.508Z,1,4,0,0,3,"[a012c487-31f1-4083-8954-6a7aec8c2a19,5b214fe5-91fb-4140-a799-7c71ebef4a32,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359353,CurbRamp,27195,621426647,"Belltown",47.61498,-122.3355,2020-08-15T12:00Z,2022-05-31T20:31:14.724Z,1,1,0,0,2,"[95b778e8-26c2-424d-b879-07c558bb9b20,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359354,CurbRamp,22345,391421571,"Belltown",47.614418,-122.33623,2019-05-01T00:00Z,2021-04-29T08:47:52.587Z,1,4,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,1b960e1f-ac3c-4524-8cb2-a77905a25ef9]"
122359355,CurbRamp,24265,428248109,"Belltown",47.61266,-122.33766,2019-08-01T00:00Z,2020-12-05T23:45:08.674Z,1,4,0,1,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359356,CurbRamp,24257,428248101,"Belltown",47.612926,-122.33759,2019-05-01T00:00Z,2020-02-12T23:02:52.625Z,1,1,0,0,1,"[716c6f27-2e3f-4f7e-8d40-6e540e803dae]"
122359357,CurbRamp,24257,428248101,"Belltown",47.612812,-122.33746,2019-05-01T00:00Z,2021-06-08T18:33:41.430Z,1,1,0,0,1,"[a012c487-31f1-4083-8954-6a7aec8c2a19]"
122359358,CurbRamp,27195,621426647,"Belltown",47.61507,-122.33535,2020-05-13T00:00Z,2022-10-20T23:07:26.088Z,1,3,0,0,5,"[752f2f58-5ddd-45f6-8c58-e91f33af4b13,95b778e8-26c2-424d-b879-07c558bb9b20]"
122359359,CurbRamp,22346,391421571,"Belltown",47.614258,-122.33601,2019-05-01T00:00Z,2021-04-29T08:48:26.937500Z,1,2,0,0,1,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,1b960e1f-ac3c-4524-8cb2-a77905a25ef9]"
122359360,CurbRamp,23537,428087108,"Belltown",47.61366,-122.33536,2019-09-10T08:00Z,2020-06-09T00:58:52.653Z,1,2,0,0,3,"[3904ac57-3daf-4939-8a62-b23698f35c02,35872a6c-d171-40d9-8e66-9242b835ea71,435309a9-9476-4335-ade9-08bcdd4b922b]"
122359361,CurbRamp,5490,6437798,"Belltown",47.617126,-122.35468,2019-11-20T16:00Z,2021-09-20T01:23:34.377Z,2,2,0,0,3,"[c7190807-b56e-40c5-b96e-49dc8368328c,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359362,CurbRamp,12086,14212662,"Belltown",47.617184,-122.35662,2019-05-01T00:00Z,2020-07-18T04:24:50.694Z,1,2,0,0,1,"[5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359363,CurbRamp,19388,256891818,"Belltown",47.61615,-122.35333,2020-03-11T00:00Z,2022-01-14T04:31:27.089Z,1,6,0,0,3,"[9d5b5dcb-291f-4133-88e9-a7dee0ba00fe,a086628e-c1c1-4c1e-bc5c-a14201c814e1,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359364,CurbRamp,3614,6399137,"Belltown",47.61852,-122.354034,2019-05-01T00:00Z,2020-03-13T14:47:19.842Z,1,2,0,0,2,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359365,CurbRamp,21980,370823231,"Belltown",47.6176,-122.353775,2018-06-16T00:00Z,2019-04-30T14:19:58.560Z,1,1,0,0,2,"[c7190807-b56e-40c5-b96e-49dc8368328c,18b26a38-24ab-402d-a64e-158fc0bb8a8a]"
122359366,CurbRamp,24415,428294122,"Belltown",47.615044,-122.35344,2019-05-01T00:00Z,2020-09-05T13:41:21.390Z,1,3,0,0,1,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359367,CurbRamp,5490,6437798,"Belltown",47.617596,-122.35385,2018-11-15T00:00Z,2019-09-25T18:56:47.869333Z,1,3,0,0,2,"[18b26a38-24ab-402d-a64e-158fc0bb8a8a,c7190807-b56e-40c5-b96e-49dc8368328c,5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359368,CurbRamp,12083,14024017,"Belltown",47.61705,-122.35455,2021-12-01T00:00Z,2024-05-08T21:33:15.001Z,3,0,0,0,1,"[752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359369,CurbRamp,12083,14024017,"Belltown",47.616306,-122.35358,2020-03-11T00:00Z,2022-01-14T04:31:10.046500Z,1,4,1,0,3,"[9d5b5dcb-291f-4133-88e9-a7dee0ba00fe,a086628e-c1c1-4c1e-bc5c-a14201c814e1,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359370,CurbRamp,5491,6437798,"Belltown",47.617805,-122.353836,2018-10-10T08:00Z,2019-09-25T18:56:44.556333Z,1,3,0,1,3,"[c7190807-b56e-40c5-b96e-49dc8368328c,18b26a38-24ab-402d-a64e-158fc0bb8a8a,5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359371,CurbRamp,21979,370823231,"Belltown",47.61808,-122.354294,2019-05-01T00:00Z,2019-11-08T01:08:57.798Z,2,1,0,0,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359372,CurbRamp,5491,6437798,"Belltown",47.617725,-122.35368,2018-10-10T08:00Z,2019-09-25T18:56:44.715667Z,1,3,1,0,3,"[c7190807-b56e-40c5-b96e-49dc8368328c,5b214fe5-91fb-4140-a799-7c71ebef4a32,18b26a38-24ab-402d-a64e-158fc0bb8a8a]"
122359373,CurbRamp,12083,14024017,"Belltown",47.61639,-122.353386,2020-03-11T00:00Z,2022-01-14T04:31:13.334750Z,1,4,0,0,3,"[9d5b5dcb-291f-4133-88e9-a7dee0ba00fe,a086628e-c1c1-4c1e-bc5c-a14201c814e1,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359374,CurbRamp,20827,332473706,"Belltown",47.61852,-122.352936,2019-11-30T16:00Z,2021-05-08T06:47:11.555500Z,1,4,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,5b214fe5-91fb-4140-a799-7c71ebef4a32,588b8e51-3029-41c4-b38b-f449feb578f5,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122359375,CurbRamp,5491,6437798,"Belltown",47.618317,-122.35314,2014-12-30T12:00Z,2021-04-28T03:21:41.989Z,2,2,0,0,2,"[c7190807-b56e-40c5-b96e-49dc8368328c,18b26a38-24ab-402d-a64e-158fc0bb8a8a]"
122359376,CurbRamp,15094,144113316,"South Lake Union",47.61852,-122.3502,2018-12-15T12:00Z,2020-06-10T10:16:14.852Z,1,2,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359377,CurbRamp,21984,370823234,"Belltown",47.61827,-122.3506,2019-01-30T00:00Z,2020-10-18T01:32:18.239667Z,1,2,0,1,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,1367aa4c-63e2-4870-a2db-2d95c978a961,c7190807-b56e-40c5-b96e-49dc8368328c]"
122359378,CurbRamp,20826,332473705,"Belltown",47.618366,-122.350815,2019-05-01T00:00Z,2021-06-24T10:38:38.906Z,1,5,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,1367aa4c-63e2-4870-a2db-2d95c978a961]"
122359379,CurbRamp,20708,332200727,"Lower Queen Anne",47.618446,-122.350815,2018-07-01T00:00Z,2019-06-07T07:20:22.907Z,2,1,0,0,1,"[c7190807-b56e-40c5-b96e-49dc8368328c]"
122359380,CurbRamp,20708,332200727,"Lower Queen Anne",47.618504,-122.351036,2019-05-01T00:00Z,2021-10-01T17:20:16.160Z,1,1,0,0,1,"[2c6de763-a898-452f-8fe1-010780934eeb]"
122359381,CurbRamp,24222,428247167,"Belltown",47.618126,-122.3508,2019-01-19T16:00Z,2020-10-18T01:32:28.330333Z,1,4,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,c7190807-b56e-40c5-b96e-49dc8368328c,1367aa4c-63e2-4870-a2db-2d95c978a961]"
122359382,CurbRamp,24253,428248061,"Belltown",47.61815,-122.35069,2014-05-01T00:00Z,2019-11-12T01:31:51.563Z,1,1,0,0,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359383,CurbRamp,20826,332473705,"Belltown",47.618267,-122.35099,2019-01-19T16:00Z,2020-10-18T01:32:54.485334Z,1,4,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,c7190807-b56e-40c5-b96e-49dc8368328c,1367aa4c-63e2-4870-a2db-2d95c978a961]"
122359384,CurbRamp,20826,332473705,"Belltown",47.618492,-122.35138,2019-05-01T00:00Z,2021-10-01T17:19:53.272Z,1,1,0,0,1,"[2c6de763-a898-452f-8fe1-010780934eeb]"
122359385,CurbRamp,24223,428247168,"Belltown",47.617615,-122.35147,2020-04-18T14:24Z,2022-02-26T23:53:02.627Z,1,1,0,0,5,"[18b26a38-24ab-402d-a64e-158fc0bb8a8a,82f13cca-993f-4fe5-9078-e82c9859703f,1367aa4c-63e2-4870-a2db-2d95c978a961,12d3f3e7-1635-41ee-84e5-28f4130828d5,c7190807-b56e-40c5-b96e-49dc8368328c]"
122359386,CurbRamp,21984,370823234,"Belltown",47.61849,-122.35032,2019-06-01T00:00Z,2021-06-12T07:18:52.377500Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359387,CurbRamp,18145,239801864,"Belltown",47.617554,-122.351845,2020-07-16T00:00Z,2022-05-12T00:09:50.126Z,1,1,0,0,4,"[c7190807-b56e-40c5-b96e-49dc8368328c,1367aa4c-63e2-4870-a2db-2d95c978a961,18b26a38-24ab-402d-a64e-158fc0bb8a8a,82f13cca-993f-4fe5-9078-e82c9859703f]"
122359388,CurbRamp,19388,256891818,"Belltown",47.616158,-122.35331,2020-03-11T00:00Z,2022-01-14T04:31:22.983Z,1,3,0,0,3,"[9d5b5dcb-291f-4133-88e9-a7dee0ba00fe,a086628e-c1c1-4c1e-bc5c-a14201c814e1,752f2f58-5ddd-45f6-8c58-e91f33af4b13,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359389,CurbRamp,20827,332473706,"Belltown",47.618538,-122.352974,2020-08-15T12:00Z,2022-12-30T04:29:39.174667Z,2,2,0,0,2,"[5b214fe5-91fb-4140-a799-7c71ebef4a32,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122359390,CurbRamp,27190,621396742,"Belltown",47.617607,-122.35184,2019-12-31T00:00Z,2022-05-12T00:10:25.000500Z,1,2,0,0,4,"[c7190807-b56e-40c5-b96e-49dc8368328c,1367aa4c-63e2-4870-a2db-2d95c978a961,18b26a38-24ab-402d-a64e-158fc0bb8a8a,82f13cca-993f-4fe5-9078-e82c9859703f]"
122359391,CurbRamp,27190,621396742,"Belltown",47.61772,-122.351685,2019-12-31T00:00Z,2021-10-10T01:36:23.858Z,1,2,0,0,4,"[18b26a38-24ab-402d-a64e-158fc0bb8a8a,82f13cca-993f-4fe5-9078-e82c9859703f,1367aa4c-63e2-4870-a2db-2d95c978a961,c7190807-b56e-40c5-b96e-49dc8368328c]"
122359392,CurbRamp,20708,332200727,"Lower Queen Anne",47.618538,-122.350555,2019-06-01T00:00Z,2021-07-18T15:49:38.040500Z,1,2,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
122359393,CurbRamp,20708,332200727,"Lower Queen Anne",47.618526,-122.35068,2019-06-01T00:00Z,2021-05-06T22:47:51.455Z,1,2,0,0,1,"[12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359394,CurbRamp,23539,428087110,"Belltown",47.616837,-122.33833,2020-09-30T12:00Z,2022-10-20T21:39:56.713Z,1,2,0,0,2,"[1dcb344c-bc5a-4d4a-997e-858944584588,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359395,CurbRamp,26260,534549105,"Belltown",47.616047,-122.340935,2019-05-01T00:00Z,2020-11-12T21:22:07.809250Z,2,3,1,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,ae3df547-bdff-4911-9642-6ba145697013,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359396,CurbRamp,22347,391421595,"Belltown",47.6166,-122.34027,2018-07-01T00:00Z,2019-05-12T06:12:29.180Z,1,3,0,0,1,"[588b8e51-3029-41c4-b38b-f449feb578f5,c7190807-b56e-40c5-b96e-49dc8368328c]"
122359397,CurbRamp,25211,462696727,"Belltown",47.617386,-122.34128,2021-07-01T00:00Z,2025-02-13T16:43:29.298Z,1,0,0,0,1,"[b6fcdcca-ecfb-474c-9c34-830921e51dad]"
122359398,CurbRamp,25100,460419025,"Belltown",47.617573,-122.349846,2018-07-17T00:00Z,2020-05-01T07:07:30.842Z,2,3,0,0,2,"[a099e5dc-a57f-43e9-98eb-7d78bebc02e3,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359399,CurbRamp,25100,460419025,"Belltown",47.617573,-122.34971,2019-06-01T00:00Z,2020-01-10T00:26:21.078Z,1,1,0,0,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359400,CurbRamp,24254,428248062,"Belltown",47.617676,-122.35,2019-05-01T00:00Z,2025-03-21T23:23:35.590Z,1,0,0,0,1,"[6b67f221-ff97-4057-ad09-bc3defdb77ba]"
122359401,CurbRamp,12451,22760466,"Belltown",47.617073,-122.350525,2019-05-01T00:00Z,2021-08-11T22:33:04.588Z,1,0,0,0,1,"[1367aa4c-63e2-4870-a2db-2d95c978a961]"
122359402,CurbRamp,12079,14013165,"Belltown",47.618484,-122.353195,2021-01-30T00:00Z,2021-11-16T04:13:28.599Z,1,1,0,0,2,"[18b26a38-24ab-402d-a64e-158fc0bb8a8a,5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359403,CurbRamp,11371,8111062,"Belltown",47.618507,-122.35281,2020-08-15T12:00Z,2022-10-13T19:53:46.967500Z,1,2,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122359404,CurbRamp,3876,6405767,"Belltown",47.61643,-122.34993,2020-08-18T04:48Z,2023-04-29T10:59:40.861800Z,1,6,0,0,5,"[1367aa4c-63e2-4870-a2db-2d95c978a961,c2db8e4b-26a7-4bb3-a8f2-297219679b6f,12d3f3e7-1635-41ee-84e5-28f4130828d5,6b67f221-ff97-4057-ad09-bc3defdb77ba]"
122359405,CurbRamp,12451,22760466,"Belltown",47.616474,-122.349915,2020-08-18T04:48Z,2023-04-29T10:59:21.085Z,1,8,0,0,5,"[1367aa4c-63e2-4870-a2db-2d95c978a961,c2db8e4b-26a7-4bb3-a8f2-297219679b6f,12d3f3e7-1635-41ee-84e5-28f4130828d5,6b67f221-ff97-4057-ad09-bc3defdb77ba]"
122359406,CurbRamp,3875,6405767,"Belltown",47.616528,-122.349625,2021-04-21T00:00Z,2023-06-22T23:56:56.239333Z,1,5,0,0,6,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,6b67f221-ff97-4057-ad09-bc3defdb77ba,1367aa4c-63e2-4870-a2db-2d95c978a961,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122359407,CurbRamp,21942,370785080,"Belltown",47.616642,-122.34793,2021-07-01T00:00Z,2024-05-17T04:44:42.267Z,1,0,0,0,1,"[752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359408,CurbRamp,3875,6405767,"Belltown",47.617046,-122.34897,2020-06-15T12:00Z,2022-11-11T01:53:41.759Z,1,1,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359409,CurbRamp,3875,6405767,"Belltown",47.61659,-122.349686,2021-10-31T00:00Z,2023-09-07T20:57:22.376667Z,1,2,0,0,3,"[6b67f221-ff97-4057-ad09-bc3defdb77ba,1367aa4c-63e2-4870-a2db-2d95c978a961,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122359410,CurbRamp,3875,6405767,"Belltown",47.616573,-122.349724,2020-10-10T00:00Z,2023-04-07T02:57:30.056333Z,1,3,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122359411,CurbRamp,12451,22760466,"Belltown",47.6169,-122.35068,2019-05-01T00:00Z,2021-08-11T22:33:21.176Z,1,1,0,0,1,"[1367aa4c-63e2-4870-a2db-2d95c978a961]"
122359412,CurbRamp,3875,6405767,"Belltown",47.616577,-122.34978,2021-04-06T19:12Z,2023-04-29T10:59:54.242800Z,1,8,0,0,5,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,6b67f221-ff97-4057-ad09-bc3defdb77ba,1367aa4c-63e2-4870-a2db-2d95c978a961,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122359413,CurbRamp,427,6344499,"Belltown",47.61211,-122.3481,2019-12-23T06:00Z,2022-06-28T17:23:39.795400Z,2,5,0,0,4,"[b9da70eb-9e55-4d3a-a7f5-21e1c7dac1fb,8299bdca-1383-44b1-af8d-7051bdefa891,12d3f3e7-1635-41ee-84e5-28f4130828d5,44187d24-9098-45f2-946b-4e152b5f9873]"
122359414,CurbRamp,17350,163419184,"Belltown",47.613434,-122.34648,2021-12-31T00:00Z,2022-09-30T06:59:22.770Z,1,1,0,0,2,"[da032cba-ce3d-4c8b-897d-c68862a5690e,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122359415,CurbRamp,17350,163419184,"Belltown",47.613403,-122.346344,2019-05-01T00:00Z,2021-03-07T00:25:47.487Z,1,0,0,0,1,"[9d5b5dcb-291f-4133-88e9-a7dee0ba00fe]"
122359416,CurbRamp,17846,215869727,"Belltown",47.61397,-122.34573,2014-05-01T00:00Z,2021-04-19T11:13:06.454Z,1,1,0,0,1,"[1b960e1f-ac3c-4524-8cb2-a77905a25ef9]"
122359417,CurbRamp,21119,337671935,"Belltown",47.617294,-122.339066,2020-03-16T12:00Z,2021-10-27T01:27:12.113Z,2,0,0,0,2,"[588b8e51-3029-41c4-b38b-f449feb578f5,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359418,CurbRamp,12538,22927960,"Belltown",47.618156,-122.3405,2022-01-15T12:00Z,2023-02-24T09:04:27.460Z,2,3,0,0,2,"[b6fcdcca-ecfb-474c-9c34-830921e51dad,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
122359419,CurbRamp,12538,22927960,"Belltown",47.618435,-122.34013,2018-11-30T00:00Z,2020-04-18T20:10:04.775500Z,1,2,0,0,2,"[578274d3-5a28-473e-989f-09c100d32d1d,76679fed-88b1-4378-b3b2-c8d69c628c27]"
122359420,CurbRamp,21119,337671935,"Belltown",47.617348,-122.33918,2020-03-16T12:00Z,2021-10-27T01:25:52.390Z,1,2,0,0,2,"[588b8e51-3029-41c4-b38b-f449feb578f5,752f2f58-5ddd-45f6-8c58-e91f33af4b13]"
122359421,CurbRamp,12538,22927960,"Belltown",47.618458,-122.339874,2018-12-07T18:00Z,2020-04-11T11:39:47.029Z,1,3,0,0,4,"[76679fed-88b1-4378-b3b2-c8d69c628c27,12d3f3e7-1635-41ee-84e5-28f4130828d5,578274d3-5a28-473e-989f-09c100d32d1d,5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122359422,CurbRamp,12538,22927960,"Belltown",47.61808,-122.34035,2024-09-01T00:00Z,2025-02-13T16:29:31.987Z,1,1,0,0,1,"[b6fcdcca-ecfb-474c-9c34-830921e51dad]"
122359423,CurbRamp,26496,546104111,"Belltown",47.61813,-122.34057,2023-04-17T12:00Z,2024-09-06T02:40:32.181500Z,1,2,0,0,2,"[b6fcdcca-ecfb-474c-9c34-830921e51dad,737f4178-c35b-4ecf-84fc-712a31acbb9d]"
