ImageID,Latitude,Longitude,PanoID,Date,Walkability Score,Image Name,Elevation
image_8183,47.5999745,-122.3343329,T31t0wTymSAmy74x5MpoTw,2021-12,0.53211278,image_8183,13
image_8184,47.6062822,-122.3208692,WsGMk__7DH5WYSw54GEpIA,2023-05,1.78716933,image_8184,108
image_8185,47.5962872,-122.3305862,OBhGwZWrl66vurgqKEobqw,2022-09,2.42240065,image_8185,30
image_8186,47.6141877,-122.333858,0geIdaynGfFEBai4WojFdA,2021-12,2.66716093,image_8186,60
image_8187,47.6062056,-122.3213617,X92UTm80NUBQRN1ifUnPnA,2021-11,1.7506093,image_8187,108
image_8188,47.6069756,-122.3319968,3DaIdYcf-8Dbu05rXBiZGw,2021-07,2.74092998,image_8188,59
image_8189,47.6197292,-122.3417326,BDI1EIMwgIZjkU2rTOGq1g,2021-12,0.46356392,image_8189,31
image_8190,47.6177927,-122.3360746,Uo1HeO_G1Ic3dABYeA2o5g,2019-05,2.09851028,image_8190,32
image_8191,47.6154799,-122.3323161,v8yNyp_1M4wamiT2oNw7TQ,2011-07,2.47203985,image_8191,60
image_8192,47.6198878,-122.3500061,HYpYPGZlhmaE4IyiD_HMww,2022-09,2.89378576,image_8192,44
image_8193,47.6166109,-122.3379748,CAoSLEFGMVFpcE9SdHlhNnBvWC0yblM3VkM0eG9ObDdSSm4waGhrMFhZOGthSndC,2019-11,2.56450335,image_8193,30
image_8194,47.5967554,-122.3257579,k5cyEd-K_allJM2VcfWqDg,2021-12,1.5613453,image_8194,16
image_8195,47.6192024,-122.3202414,CAoSLEFGMVFpcFBkYThzSEhRc0UtdGRFV256cmlEeVRSbWRlM2dfRVZrLXhNSjZJ,2021-09,1.69660462,image_8195,103
image_8196,47.6018666,-122.3206406,mmh6W-Gc1wubaw29XFA_EQ,2019-05,2.84551657,image_8196,77
image_8197,47.6185733,-122.3267432,ZyE_G0TDC6hRn4DepGhGZg,2021-07,2.23649604,image_8197,66
image_8198,47.6153317,-122.323523,cNrgb44DwZR-hWOhmcrYSg,2021-07,-0.28891857,image_8198,87
image_8199,47.6197444,-122.3247253,doASt6dJQRpqHvO8O1L5jw,2019-05,2.05137695,image_8199,85
image_8200,47.5966193,-122.325204,qxh05i_Tdt58vh6N-Rlo3w,2021-07,0.95590099,image_8200,14
image_8201,47.6129283,-122.325335,JgdwDa9nzmpfeze2ArYJGw,2019-05,1.73817713,image_8201,98
image_8202,47.6008928,-122.333537,d4Nb0PShDC4AH9BhUpP-XQ,2021-12,-0.50828728,image_8202,21
image_8203,47.6217096,-122.3438983,VZSahZWbRk48Z6RY1-BCQQ,2021-07,2.74025924,image_8203,28
image_8204,47.6059991,-122.3257611,Pm6Op5WBQ3aVDB7JmSEwjA,2021-12,-0.47983092,image_8204,93
image_8205,47.6015186,-122.3298108,ArFw2SA-nOTKBXBIAeaZgg,2021-12,2.19255533,image_8205,19
image_8206,47.6217793,-122.3586969,x0s4xW9knPifdG5ZNKFTTw,2021-12,1.68036668,image_8206,27
image_8207,47.6121122,-122.3384682,7oqDkvKGlQwiNpCkPlVPtA,2021-07,0.88091022,image_8207,58
image_8208,47.6139949,-122.3244138,_8mCa33tHX5cLM8GeUalFA,2021-12,2.33531402,image_8208,93
image_8209,47.6048449,-122.3333218,lTF_QftvDr3fd3uxFkrf3w,2021-12,0.34325252,image_8209,36
image_8210,47.6069763,-122.326205,Cap3O1JOGMTEny4dmH49Gw,2021-11,0.36473773,image_8210,87
image_8211,47.6163622,-122.337915,CAoSLEFGMVFpcE8zNDFCa3NsOEhhdkVfdVcxOXdMSFYyc0syZzA3Z19kTzh1a1Vz,2017-10,2.13319825,image_8211,30
image_8212,47.5963706,-122.3287264,9IYs4gcje2wny5OxpZtXoQ,2023-02,2.37065806,image_8212,10
image_8213,47.622038,-122.3373117,t4pIyEAglJUiL6isV1s8gQ,2021-07,2.39566242,image_8213,17
image_8214,47.6196537,-122.3357401,xtH22O5ttxMVRcz9b9sx8Q,2021-11,0.72785214,image_8214,45
image_8215,47.6199239,-122.3493447,CAoSLEFGMVFpcE93QXRCZUVFamhST0ZUQTRVbFhpa0sxUDk2TlFKUlVURzA2cUli,2019-08,2.68550168,image_8215,44
image_8216,47.6017826,-122.3263414,DbpsvwbwN1ohzn0BQb_35g,2017-07,2.63878012,image_8216,44
image_8217,47.6202263,-122.3491466,CAoSLEFGMVFpcFBwMmlpOWhUVHhqWS1WcGthNXQ5UlhWZjZDYUtqRkp1U2txcWNl,2019-10,2.62145634,image_8217,63
image_8218,47.5979721,-122.3270078,ziP1TRkqhFwMQLI-Eo8JzA,2019-06,1.29569797,image_8218,20
image_8219,47.6015535,-122.3370634,y8pyTu2gdVHyXsSW-jgmLw,2022-09,1.51810967,image_8219,-32768
image_8220,47.6134844,-122.3318979,5sFa-ivF_HEZ1PEz-MeSmA,2021-07,0.10446266,image_8220,57
image_8221,47.6196718,-122.3482315,CAoSLEFGMVFpcE1PQlc4UmdKMHVaVDNPUnFxeHVHSjZPaF9Fbk1aTFUwVGJWV2gz,2013-04,2.03474352,image_8221,48
image_8222,47.6242056,-122.3219518,EiBoRJ2JC_0OHkjodnUYZg,2021-12,3.0466851,image_8222,105
image_8223,47.6118047,-122.3257377,i6lnw0gd7vr5wmdguMy0jg,2021-07,0.02432574,image_8223,104
image_8224,47.6048244,-122.3288238,He8EM7hcPp4nLd5Tc0q8pw,2021-07,1.78225998,image_8224,49
image_8225,47.619332,-122.3326108,Fx9Nt4_LaP8j9GB3lv-AjA,2022-08,2.96585236,image_8225,38
image_8226,47.6104391,-122.3436647,QTH5QE5R5hP7GOi9CqAe-A,2022-09,1.2170726,image_8226,26
image_8227,47.6023365,-122.3326891,Q3ZxO_lGfgxM6gbHu5loNg,2021-12,1.88586366,image_8227,20
image_8228,47.6153682,-122.320926,v2cc9o6G7E57OGCFdLkS2w,2022-10,2.7211939,image_8228,95
image_8229,47.6142338,-122.3409779,5DkwOPIY-cK3eu8IfEWozg,2019-05,1.42763234,image_8229,51
image_8230,47.6013936,-122.3290134,nXh_K9KRuXduLLMgsQXQng,2023-02,-0.16634221,image_8230,16
image_8231,47.6203042,-122.3316281,p5TEEgE_S3tjfKc-UIXThg,2021-07,2.45420203,image_8231,38
image_8232,47.6230342,-122.3555377,CAoSLEFGMVFpcE5XekF1cUcteDNlaFJDTHcyMUFKcEE3ak5hek5yV1h1WVgzblpZ,2017-10,2.33158142,image_8232,39
image_8233,47.6037452,-122.3340316,bmXbcpzCCp7r-F81iFrnBw,2021-12,2.30366292,image_8233,31
image_8234,47.6160104,-122.3218165,GOd2-zUvvatglchjqXlOlA,2022-08,2.16600563,image_8234,96
image_8235,47.6134793,-122.3352568,9K0FyoDKKi2ynK5-CEZ34w,2021-12,1.8661222,image_8235,66
image_8236,47.6130556,-122.3208611,RxoUcyrkZdiqLSdBqXcuiQ,2022-11,1.19632991,image_8236,101
image_8237,47.6219879,-122.3231334,yNQdTJolLX1LND6nhF9M1A,2021-07,1.91279869,image_8237,98
image_8238,47.6039488,-122.3280765,sJEjB7DY9ZHAMJcKINq5WQ,2021-08,2.57217687,image_8238,67
image_8239,47.5999699,-122.3309711,45iAbnO3owiTqXgEhKjcJQ,2021-12,0.39863085,image_8239,15
image_8240,47.6012076,-122.3252654,LS58tewUx6p1550y1IJdDw,2019-05,2.68171243,image_8240,47
image_8241,47.6160096,-122.3219681,GOd2-zUvvatglchjqXlOlA,2022-08,1.04389249,image_8241,96
image_8242,47.6186884,-122.3542347,CAoSLEFGMVFpcE5WSlUxZnlhQWtPeFBuaWhGQlN4a1AyYjd4eGR2bnBaQUswY0dD,2017-05,3.46584547,image_8242,24
image_8243,47.6166301,-122.3354156,wGJa0yaR2NIdzoPrbyPFMw,2021-12,0.80849811,image_8243,37
image_8244,47.6103157,-122.3325143,Rj74oJ84QY0U0r8M-9xbmw,2021-12,3.35963319,image_8244,56
image_8245,47.6200766,-122.3482603,PvuIZe-BRBCBAu1UqmlOSA,2021-12,2.06084636,image_8245,49
image_8246,47.6061956,-122.3300918,2d9dgwRtLxjTOzzfBOzSRg,2021-07,2.4938039,image_8246,64
image_8247,47.5984314,-122.335631,fmqdYcQFAYUpqcci8goeag,2023-02,2.42071799,image_8247,2
image_8248,47.6168812,-122.3577275,Jqab99KxJk4FLEU5OApYfA,2016-05,1.82984193,image_8248,0
image_8249,47.5982386,-122.3303486,CAoSLEFGMVFpcFBGWUUxMVFQTFRlZGttQnl2SU4zR0ptblZFNjljbTFVcjhhZ1Br,2019-09,2.17979824,image_8249,3
image_8250,47.6209394,-122.338641,PfPSOF1zPH4NoX9HZ3f7KQ,2021-12,2.8488163,image_8250,20
image_8251,47.6187518,-122.3201808,8sQdJmJpGGa8UYcZk7t_Zw,2022-11,0.15215447,image_8251,102
image_8252,47.6242131,-122.318903,dLurQn9Fm4jwBHSWQTfRVg,2019-05,1.15595044,image_8252,107
image_8253,47.6065976,-122.331988,CAoSLEFGMVFpcE4ySmlOTWxsZ2M5eWhZSWxPN0Fya3BwWFpFVEZGT1gyNWhFZmFw,2016-07,2.89718482,image_8253,78
image_8254,47.6208428,-122.3252267,isn207s2a49hvWqSt-zIpA,2021-11,1.14169138,image_8254,84
image_8255,47.6029297,-122.3355366,yMxBj2yRqLhv7UGwAJbyMw,2021-07,0.30728817,image_8255,14
image_8256,47.6190662,-122.3453195,rMzflTtdIuYo_djgvmKz_w,2019-05,3.13586546,image_8256,39
image_8257,47.6183828,-122.3302345,55YobL2bl2X3qLg8_ODeIQ,2022-08,1.25146753,image_8257,44
image_8258,47.6220141,-122.3464834,RyOIflOZZ8aZuYGbqDY5oA,2021-07,2.35846834,image_8258,29
image_8259,47.6138297,-122.3413438,7R03kGlTIXdW1lNJIHNzJQ,2021-07,2.23942441,image_8259,56
image_8260,47.6227955,-122.3451156,Pawm-tjFY1K7oIM60K4zVQ,2021-07,2.5763003,image_8260,26
image_8261,47.6107066,-122.3482301,3lMcPkhOZhF4DMdiURKvqg,2022-09,2.5131858,image_8261,2
image_8262,47.6201007,-122.3291337,EsAAK7H-SWlYPB2m_U_Paw,2021-11,1.40540691,image_8262,48
image_8263,47.6210803,-122.354585,NL6EzktwUzKbvdklHjJ5nA,2021-12,1.70772123,image_8263,34
image_8264,47.6185649,-122.3194965,wId-ClGld7QD_QNy_VhZ7g,2017-09,3.65695881,image_8264,102
image_8265,47.6054541,-122.3341903,x7melghWgdX2bJ4edzf8EA,2021-12,2.3093187,image_8265,31
image_8266,47.6121343,-122.3269114,YEajXddVNZgNoVqXQCzxwA,2019-05,2.20494804,image_8266,95
image_8267,47.6184298,-122.343804,t2oK6ssPIRVTM66UE_jxoA,2021-07,1.62985664,image_8267,37
image_8268,47.610808,-122.3266289,Kbh8VB5GGjphaaW4iXGy-A,2022-11,1.25587536,image_8268,103
image_8269,47.6217662,-122.3525799,RSDutU2rjs9aTJKmhwxBVw,2012-10,2.51871516,image_8269,45
image_8270,47.610946,-122.3372324,CAoSLEFGMVFpcE1qYXViWjBwQ00yOUJfb25BOE1UV0QwcEF2UFJkU1htWTd5MXNm,2023-03,2.95136505,image_8270,37
image_8271,47.6026339,-122.3193125,bsUK9oM03BVwBNoYGJRlmA,2021-07,2.60853639,image_8271,92
image_8272,47.6235818,-122.358027,U0GVCDeyvKIA2I_UoKs5gA,2021-07,1.68985243,image_8272,36
image_8273,47.6151831,-122.3206502,0-0w-Qzu3BhXj2nuXs9FKQ,2022-10,0.42307848,image_8273,95
image_8274,47.609316,-122.324997,CAoSLEFGMVFpcFBjQVpzSXhuek04RW84aTF3SE1OVDhtNnlnenZlNkJJY19oYXVC,2016-02,1.512393,image_8274,108
image_8275,47.6114886,-122.3273174,v6C9TK7zZNi42_K0asarPg,2021-11,2.82490044,image_8275,95
image_8276,47.6177412,-122.3228732,YyXtWm3MQiJMzN2aVKpjVw,2019-05,2.72980959,image_8276,93
image_8277,47.6072302,-122.3182016,fBVC8B5uHs0RT9JlM8owAQ,2022-08,1.47583301,image_8277,98
image_8278,47.5992093,-122.3309383,aFye-2AK9hjnBpgJIn7P5w,2021-12,0.25565799,image_8278,15
image_8279,47.6115731,-122.3491408,CAoSLEFGMVFpcE5tYnZ3WDhHb2k0dXU2bU9DZDI4TlhmZTZjWjV1Tk9xQTN5N3pJ,2016-01,2.61241647,image_8279,5
image_8280,47.6093182,-122.319441,DanQscSGH794WiL_tjK_sQ,2022-08,2.93547624,image_8280,107
image_8281,47.6125361,-122.3371582,CAoSLEFGMVFpcE5meXpwb203OURQOWk3SWRkTVd3UzQ5MjBZb3pyYWprcnIySFlQ,2021-03,0.41179557,image_8281,62
image_8282,47.6065184,-122.3270375,bb1JQCefYuBQTctRuVG6hw,2021-11,1.60072835,image_8282,75
image_8283,47.6197414,-122.3474722,ov9FCDWtU-4qxLnSTpuoGQ,2021-07,1.44588243,image_8283,44
image_8284,47.6014191,-122.3224499,HiuXzqeHz2_dAgVT0ldSLw,2019-05,1.66062443,image_8284,65
image_8285,47.6226806,-122.3310783,lY3ebcD60WQZUVrv6pt6yA,2021-07,2.39794288,image_8285,34
image_8286,47.6208411,-122.346959,XWIX9D-4WLkEYdT44-Xeaw,2021-12,0.11903305,image_8286,40
image_8287,47.6191779,-122.3554553,aQZ8NAM_AQhR5OFbMDrrfQ,2021-08,1.52479486,image_8287,25
image_8288,47.60546,-122.3394713,lJlwkTRqH90nU5Zwu9KN3w,2022-09,2.74933451,image_8288,-32768
image_8289,47.6062657,-122.3300863,2d9dgwRtLxjTOzzfBOzSRg,2021-07,2.42883991,image_8289,64
image_8290,47.6185291,-122.3345937,gdi_4nnSn-yy9jUO7kezCA,2021-12,1.17887625,image_8290,40
image_8291,47.6078832,-122.3185569,UmB4nYI2aP8UQNnUTTLqXw,2022-08,2.51436336,image_8291,102
image_8292,47.6067845,-122.3381435,yirQejNwxWv0KJz8Ibxy_w,2021-12,0.83129048,image_8292,30
image_8293,47.6120346,-122.3277441,D-EJjWrv69mrLRXoNzEopQ,2022-11,2.94775725,image_8293,89
image_8294,47.6171941,-122.3188955,_gr_eNF-dsA2HTmUtmMM_w,2017-09,3.68041016,image_8294,98
image_8295,47.6150463,-122.3372767,oCdFIUBre_O0wiJuilDrfA,2021-12,3.16073477,image_8295,35
image_8296,47.6044558,-122.3297014,cVNDUpzsmwYeL7ucobJ0jw,2021-07,1.71938389,image_8296,33
image_8297,47.6044609,-122.3206613,ZS9z0SxmMmXgalt2yX6Gew,2023-05,2.25902106,image_8297,102
image_8298,47.6145025,-122.3449206,CAoSLEFGMVFpcE1WTnpIVkg0WmJaTDNvMXhBOXFpWDdEZmVKRTZSOEhIWTJpeDd1,2023-07,2.36763039,image_8298,43
image_8299,47.6008004,-122.32782,KIV0y2kEO-tCONYWP8H8-g,2019-05,0.87367448,image_8299,20
image_8300,47.6153206,-122.3244812,o8pDRJyN-KDEHfrZ6x9x1g,2021-12,0.69504263,image_8300,86
image_8301,47.6158207,-122.334162,JTgYKUeDQuYOWdEBstMj5A,2021-08,0.78265688,image_8301,48
image_8302,47.5965036,-122.326497,NYPD4jqt6BnbuamoG_LCIw,2022-09,-0.3443059,image_8302,12
image_8303,47.6165059,-122.3377371,suOuPIiQNn0mre5R3YujUw,2021-12,1.22000525,image_8303,30
image_8304,47.6153015,-122.3416024,ZE01ktHgSpxpUfNZlRrQHw,2021-12,1.99175615,image_8304,42
image_8305,47.6170835,-122.3311625,CAoSLEFGMVFpcE5WZG1EUnlkMi1GY2JJM0x4OHZxYWxKVW1nYWJqQVFfYTBERkFw,2018-04,1.77930512,image_8305,41
image_8306,47.614459,-122.3364491,sp7Nx6fX0-6B7M-ueGOanw,2021-12,2.40536646,image_8306,51
image_8307,47.6068299,-122.3288368,adRZSR6NSP36kJlsRQ30ug,2021-07,1.62980433,image_8307,67
image_8308,47.6060589,-122.3374857,h1cxr2DF8XL52HtU-HEpUQ,2021-12,2.2163632,image_8308,36
image_8309,47.6187987,-122.3207363,-30BSQqpNHgJb2oNyTX9Bw,2022-11,0.14588475,image_8309,102
image_8310,47.6028235,-122.3194232,du-96pjTDCezOuRTx0TQ7Q,2019-05,2.31430615,image_8310,92
image_8311,47.6123291,-122.3182251,4v9kZBkRMgl4IX0PdpgqKw,2021-11,2.27537559,image_8311,92
image_8312,47.6192829,-122.3384866,cajbSQr21nD4JOH0pCtGQA,2021-08,1.85834998,image_8312,21
image_8313,47.6080227,-122.3223023,1mpV3XK24_rIZSAYfMqgtA,2019-05,2.21696202,image_8313,112
image_8314,47.6185571,-122.3189926,_nIEOMNNDKvcCa7qe0lu0w,2017-09,3.05519418,image_8314,101
image_8315,47.6208755,-122.3240568,IO6EjhVT1MByqTR7LQPwuQ,2021-07,2.64621966,image_8315,95
image_8316,47.5975951,-122.3238955,MKb7IyY1JsmNHRoyMv6JtQ,,1.18175311,image_8316,25
image_8317,47.6170303,-122.3350671,vEpf8b59ugHFYMXAEnFykQ,2021-12,1.79547293,image_8317,34
image_8318,47.6173015,-122.350191,wJHN46ngTPNf-D99go_uRg,2021-12,1.15420562,image_8318,35
image_8319,47.6239575,-122.3411809,66FCrMmo45LQ9ivPDThDJw,2019-05,2.63524224,image_8319,18
image_8320,47.6104182,-122.3397663,CAoSLEFGMVFpcE05MTlJM0h0V3Y0aTRGS1o4OHRKSE1DNVVLMG1zSDFzeW9wR0Y2,2018-02,1.81951112,image_8320,50
image_8321,47.6212966,-122.3529634,iP--py-qhGFRbALc9YS7hQ,2022-09,2.55073083,image_8321,40
image_8322,47.6217912,-122.332375,5hbWDgmaKBV4Ep8tdfrNAg,2021-08,1.55471316,image_8322,34
image_8323,47.599964,-122.3359118,OgS6y9RcAMyviS5p94lJJw,2023-02,1.86001251,image_8323,2
image_8324,47.6178275,-122.3498298,tbQulMrmUQ0ele1zhA15eQ,2021-12,2.08221266,image_8324,37
image_8325,47.6082921,-122.3248243,TV1G3NEJG-7bNgp8Ot1b5w,2019-05,2.43826183,image_8325,98
image_8326,47.6126229,-122.3525523,Wv1seXYJJ0CtO4Nkb6OgLA,2021-12,2.84828578,image_8326,4
image_8327,47.6197626,-122.3203805,R0331po6k9inpyHWp8aUXA,2022-11,2.70225443,image_8327,103
image_8328,47.6145135,-122.3425873,ROffishEgmFw3Zt3FqKNQw,2021-07,1.27411283,image_8328,50
image_8329,47.6207867,-122.3278461,iMcEJZNr3_A1SbI2Mz0L6Q,2021-07,1.39244431,image_8329,59
image_8330,47.6182599,-122.3187446,OstV_REJUhkj5eYhAbKwoQ,2017-09,3.56217579,image_8330,97
image_8331,47.6081582,-122.3417872,CAoSLEFGMVFpcE9yWW5xbXhpSi10SDBmYW9pc2RFNlZNSmNFemcwOG9POURja1pu,2019-10,2.27895269,image_8331,7
image_8332,47.6103661,-122.329457,Yc_4nlaInQyQXTBbAQpqPA,2021-04,2.67198033,image_8332,79
image_8333,47.600022,-122.323459,s4vp3QCSAM5ofSN8dPqedQ,2019-05,2.30624493,image_8333,41
image_8334,47.6067142,-122.3281808,5sT_OOWX8KgHQMSvzqQ8Kw,2019-05,3.09808531,image_8334,71
image_8335,47.6210329,-122.3183815,FK8kmQXwGC5QAiTSXapawg,2022-10,2.69980608,image_8335,103
image_8336,47.6151757,-122.3193659,_ZpA6U4WACB6dV5VSNGqow,2021-11,3.20579148,image_8336,95
image_8337,47.6095674,-122.3267617,lA7Ejo_SGAEcy3VA52vIPw,2021-07,1.88219364,image_8337,92
image_8338,47.6199856,-122.3210535,_3q_MGKCOZfL7WI1mBfVWA,2022-11,-0.45324225,image_8338,103
image_8339,47.607945,-122.3353481,Ka514z3bk4THyxjWFX583g,2017-07,0.77570812,image_8339,51
image_8340,47.609128,-122.3357326,ZV1_8G_rT1OqIJmzlVl2RQ,2021-12,2.35883363,image_8340,61
image_8341,47.6187167,-122.3182248,1QcVB36MEZ6LHJ7u8zzIJw,2021-07,1.32724059,image_8341,101
image_8342,47.6083696,-122.3348804,LHt5wRYeceUdS3PBavIyMw,2021-12,2.32870034,image_8342,69
image_8343,47.6154969,-122.3321722,Y3Cs1Vo7Za6K7JuJUhy1cQ,2021-08,-0.77041732,image_8343,60
image_8344,47.5999661,-122.3358074,ZA2jFQd6Ze97xnJpMPXHPw,2021-07,1.53503063,image_8344,4
image_8345,47.6117942,-122.3463963,pRlP2CxJkUwF5oW5WiT11A,2018-11,2.15982466,image_8345,25
image_8346,47.6189543,-122.3252569,phWN9xdRVNWjCp8nB6T0bw,2021-07,1.4203664,image_8346,80
image_8347,47.6105259,-122.3293452,XEcGPvnp5w7aIOISTvQeYQ,2021-04,3.13190573,image_8347,79
image_8348,47.6186235,-122.3378249,23Nt7j4pj3wUkbOgWr6Jeg,2021-07,2.1506058,image_8348,25
image_8349,47.6124043,-122.343126,riLjy7tZkANQYK1bcSAK1w,2021-07,1.77115868,image_8349,54
image_8350,47.6001196,-122.3357499,CqhVWx6MOTyYRIbaIZ0ApA,2021-07,1.03109377,image_8350,11
image_8351,47.6229204,-122.3478497,9k_TkuuuTFindxLG6h4wPA,2019-05,1.82717775,image_8351,31
image_8352,47.6085144,-122.3245593,HPOff0G27P3aRCkJP_8R6g,2021-07,1.76830099,image_8352,114
image_8353,47.6000141,-122.3354612,n1cMOes1ASyujsdkgArkSg,2021-12,0.85879075,image_8353,11
image_8354,47.6033642,-122.325162,rBFtKoa7QJdqG8RKekGSrA,2021-07,3.77342923,image_8354,78
image_8355,47.622115,-122.337045,dn6xD1gNyP_l6tiX3mu-cQ,2021-07,2.16012086,image_8355,17
image_8356,47.6168259,-122.3384215,wp5OtDnDGftW_0cNQtSPtA,2021-07,2.37075208,image_8356,27
image_8357,47.6195063,-122.3405547,EBx17RgplnHHyV_vQWw1NQ,2022-08,2.64300931,image_8357,30
image_8358,47.60875,-122.3400955,CAoSLEFGMVFpcE1OQ0VEQjdrUDVUUFd5bk9MUTlKOTJUN0o2SFBHZl92cTZvV0dX,2019-10,1.46012586,image_8358,29
image_8359,47.6058599,-122.3242522,XxV15vO-MgslxE-iDtFCwg,2019-05,1.84774936,image_8359,99
image_8360,47.6232948,-122.3448146,DdZvyx_a2SFgUNvSF4NavA,2021-07,2.22389709,image_8360,25
image_8361,47.6208112,-122.3422404,tuPDdNWMt_Yqwgxb3Gw5gw,2021-12,1.95468362,image_8361,31
image_8362,47.6017147,-122.3274005,ZeSVsyesj1FDmOyhhZrTgQ,2023-02,-0.15761472,image_8362,37
image_8363,47.6195113,-122.3414038,fswn7wEW-_1k8uwseEh2Ew,2022-08,3.46125123,image_8363,32
image_8364,47.6056181,-122.3403143,CAoSLEFGMVFpcE9KMWQteWFacjZPV0ZjNEhvM25tV1VVNlFZZEZzaWNmWUVWUXRR,2022-01,2.35334475,image_8364,-32768
image_8365,47.6179646,-122.3186603,7jMOFJkDoa7kum3RD8Kwrg,2017-09,2.63002263,image_8365,97
image_8366,47.6009903,-122.3329749,CAoSLEFGMVFpcFBySUluc1ZEQjFSTTBkQzRVUFNKZEZlYk9uZkhWbktVWUx1ZEha,2019-10,2.20499851,image_8366,18
image_8367,47.6226058,-122.3448397,crvzIjgebXExXckG8G_X9A,2021-07,3.18059749,image_8367,25
image_8368,47.6200063,-122.3500879,fyDsQPgIOnHpsSaIUC5gZA,2022-09,3.47469033,image_8368,46
image_8369,47.6164761,-122.3208859,XrwhUINqvOvjPxhIUAoIUw,2022-10,2.2876263,image_8369,100
image_8370,47.6144867,-122.3406666,W7Ul2Yi3lys0-NUQxUfdPA,2021-12,2.44198975,image_8370,48
image_8371,47.613668,-122.3440021,C4ZsJDqCSdZnY15mRHUtwQ,2019-05,1.09932728,image_8371,48
image_8372,47.5982721,-122.3179832,4_ftJwIYJMNjk7xwdylDaQ,2021-12,1.79693769,image_8372,49
image_8373,47.6220154,-122.3352048,jia4M7PvGZnYpjbXoxhpDA,2021-07,1.44514715,image_8373,24
image_8374,47.6028319,-122.3392063,a0XqOmTP0vWbk-fKss5kmA,2014-05,2.10972707,image_8374,-32768
image_8375,47.6034965,-122.3322261,wVppcsSEW_NyNZ8XXFekgg,2021-12,-0.04868122,image_8375,32
image_8376,47.6073093,-122.318073,l_vo7IdJ7UVPk1-vKDpt3Q,2022-08,2.61292687,image_8376,98
image_8377,47.6219329,-122.326592,avwN0N6SaPTbbEzDy2fVGQ,2021-07,1.23063895,image_8377,78
image_8378,47.6105561,-122.3246639,NB5DK9ym2c-YyqyUZBH2LQ,2021-07,1.35444407,image_8378,107
image_8379,47.6116222,-122.3194617,dTmjiA1KxJJbR-3XJgBTDQ,2021-12,2.3211122,image_8379,103
image_8380,47.6040701,-122.3381071,jEjvTbQgGufZBdqUc-8L0w,2023-02,1.4959921,image_8380,5
image_8381,47.6144185,-122.3207143,RHZ1CQ83jYigVsrZm-0O6Q,2022-11,-1.1759094,image_8381,91
image_8382,47.6101558,-122.322979,I-gD9lQ_w_U8sAj71-HpiQ,2021-07,2.4213262,image_8382,109
image_8383,47.6147397,-122.3485812,Mnhuw8gxEt8lja_eiB2qjg,2021-07,1.18764879,image_8383,30
image_8384,47.6184133,-122.3246518,jgebsmHt7piayOdPNyLlTg,2021-07,1.23221475,image_8384,86
image_8385,47.6212772,-122.3515735,4ChO6PwJPFHgILGJW4BNHQ,2022-09,2.78262444,image_8385,48
image_8386,47.5991016,-122.3316853,YOkENTnF528c1k-EgGYTQQ,2021-12,1.91344304,image_8386,17
image_8387,47.6090328,-122.3421519,CAoSLEFGMVFpcE5lSG5hX1N1TF9waU96aUQ0S0hqT0dkQ1pMbnVxbV8xcWRtTWND,2017-07,1.41586469,image_8387,11
image_8388,47.6209857,-122.3324171,gL58IV-NPwZKUehq8rcMPg,2021-07,1.66039023,image_8388,36
image_8389,47.6165709,-122.3497968,wgyiDRdEKpSIi2Q_xRWbcQ,2021-07,1.98482834,image_8389,40
image_8390,47.5976151,-122.3303147,FSYleDT0eU1TMx85_C4VAw,2022-09,2.70911225,image_8390,3
image_8391,47.6201443,-122.3491841,aa-6C9Ubg51LNdv82GOSZA,2022-09,3.11474549,image_8391,49
image_8392,47.6189415,-122.3432671,1bhznJPu-ZsKmT6Npzs3fA,2021-12,2.22867912,image_8392,34
image_8393,47.6077887,-122.3312271,tJbbuz4YSZdqnwXksG5DeQ,2021-12,2.39881892,image_8393,72
image_8394,47.6102614,-122.3415199,P04SOPBwA_m7B2rpWD-zpQ,2021-07,0.92905166,image_8394,43
image_8395,47.6208962,-122.3252989,704FN7a63S7pUGwwHO2sfw,2021-11,1.39597883,image_8395,84
image_8396,47.6031596,-122.3189786,tpPtTcAEO5KHgmzMYZEZwQ,2023-05,2.39801322,image_8396,85
image_8397,47.6018202,-122.3348187,87BOcpyt2iXNPIaVoYprmQ,2021-12,1.22734278,image_8397,15
image_8398,47.6178344,-122.3253926,BUDmwkZhkoK5IbFpko4hgg,2022-10,2.70467866,image_8398,78
image_8399,47.6026983,-122.3193264,0i7gdtAnRJ2WHLtZ5XCVVw,2021-07,1.9154294,image_8399,92
image_8400,47.6101111,-122.3299122,tqJrFxBlNpLtQc8I3zEChg,2021-04,2.90907546,image_8400,79
image_8401,47.6039326,-122.3307716,xMcA9srLMPUX6yyFGIZ0xQ,2021-07,1.1655299,image_8401,45
image_8402,47.6015951,-122.3196965,-EjOQpg97wfXkBa5YXuH8w,2023-02,2.76446105,image_8402,72
image_8403,47.617611,-122.3507182,1JEt1UxE1jUK-ytMREvC2A,2019-05,2.41340558,image_8403,37
image_8404,47.6183333,-122.353165,oPmPLfKUEAuMIWaOoZ2u1g,2021-07,3.46657867,image_8404,35
image_8405,47.6141875,-122.3254214,dPAI9zz8cuR9-eNphJPUbQ,2021-07,0.87922492,image_8405,84
image_8406,47.6181141,-122.3193701,YFOxHjYVgcS6Zkq-xssVSg,2017-09,3.22421955,image_8406,97
