ImageID,Latitude,Longitude,OpenAI Score,Walkability Rating
image_4954,47.6151417,-122.3234178,7,Very walkable
image_4955,47.6141231,-122.3455861,8,Very walkable
image_4957,47.6175137,-122.3220826,5,Moderately walkable
image_4958,47.6231961,-122.3303222,5,Moderately walkable
image_4960,47.6066308,-122.3271428,3,Slightly walkable
image_4961,47.5967545,-122.3252361,5,Moderately walkable
image_4962,47.6102916,-122.3459174,4,Slightly walkable
image_4963,47.6049636,-122.3384565,1,Not at all walkable
image_4964,47.6072922,-122.3326325,5,Moderately walkable
image_4965,47.601832,-122.3349624,4,Moderately walkable
image_4966,47.6033295,-122.3228718,2,Not at all walkable
image_4967,47.6207841,-122.3252976,4,Moderately walkable
image_4968,47.6097642,-122.3208128,6,Moderately walkable
image_4969,47.618025,-122.3375338,8,Very walkable
image_4970,47.6066151,-122.3271954,2,Not at all walkable
image_4971,47.6176953,-122.340929,7,Very walkable
image_4972,47.6183463,-122.3296942,5,Moderately walkable
image_4973,47.6119259,-122.3277691,5,Moderately walkable
image_4974,47.6087233,-122.3437378,8,Very walkable
image_4976,47.609448,-122.3250969,5,Moderately walkable
image_4977,47.6237885,-122.3272885,2,Not at all walkable
image_4978,47.5988388,-122.3341305,5,Moderately walkable
image_4979,47.6074161,-122.3295168,2,Not at all walkable
image_4980,47.6233182,-122.3430136,3,Slightly walkable
image_4981,47.6028244,-122.3240104,2,Not at all walkable
image_4983,47.6232114,-122.3568672,7,Very walkable
image_4984,47.6082972,-122.3412758,1,Not at all walkable
image_4985,47.6073776,-122.3402101,4,Moderately walkable
image_4986,47.6023401,-122.3192941,1,Not at all walkable
image_4987,47.6208651,-122.330339,8,Very walkable
image_4988,47.6062129,-122.320072,5,Moderately walkable
image_4989,47.6017007,-122.3180401,5,Moderately walkable
image_4991,47.6150409,-122.3514674,7,Very walkable
image_4992,47.5966951,-122.331563,2,Not at all walkable
image_4993,47.6200055,-122.3492154,8,Very walkable
image_4994,47.6176898,-122.3538412,4,Moderately walkable
image_4995,47.6079344,-122.3390425,8,Very walkable
image_4996,47.6090643,-122.3363988,2,Not at all walkable
image_4997,47.6145648,-122.3540736,5,Moderately walkable
image_4998,47.5976338,-122.3229707,1,Not at all walkable
image_4999,47.6070711,-122.3376369,2,Not at all walkable
image_5000,47.6219651,-122.3411174,9,Extremely walkable
image_5001,47.6191486,-122.3252115,5,Moderately walkable
image_5002,47.6219038,-122.3330882,7,Very walkable
image_5003,47.6121251,-122.3481582,5,Moderately walkable
image_5006,47.6079197,-122.3237146,5,Moderately walkable
image_5007,47.6121467,-122.3267408,3,Slightly walkable
image_5008,47.6198143,-122.3239332,8,Very walkable
image_5009,47.6087909,-122.3406214,8,Very walkable
image_5010,47.6075622,-122.320773,7,Very walkable
image_5011,47.5991048,-122.3194966,7,Very walkable
image_5012,47.6033909,-122.32474,4,Moderately walkable
image_5013,47.5991328,-122.3317578,8,Very walkable
image_5014,47.6145124,-122.3208177,3,Slightly walkable
image_5015,47.6212012,-122.3491544,5,Moderately walkable
image_5016,47.6217835,-122.3321763,4,Moderately walkable
image_5017,47.5967983,-122.330501,2,Not at all walkable
image_5018,47.6090188,-122.3280731,2,Not at all walkable
image_5019,47.6140902,-122.320871,8,Very walkable
image_5020,47.6095669,-122.3427622,5,Moderately walkable
image_5021,47.6192003,-122.3411662,9,Extremely walkable
image_5022,47.6200519,-122.3551626,1,Not at all walkable
image_5023,47.6036173,-122.3350478,5,Moderately walkable
image_5025,47.621033,-122.3230819,2,Not at all walkable
image_5026,47.6185482,-122.3589128,2,Not at all walkable
image_5027,47.6067361,-122.3229323,2,Not at all walkable
image_5028,47.6008014,-122.3355327,1,Not at all walkable
image_5029,47.6210922,-122.3533293,5,Moderately walkable
image_5030,47.6170018,-122.3190083,9,Extremely walkable
image_5031,47.6056535,-122.3219123,7,Very walkable
image_5032,47.5982883,-122.3275242,7,Very walkable
image_5033,47.6239591,-122.3345149,3,Slightly walkable
image_5035,47.6065877,-122.3319785,5,Moderately walkable
image_5036,47.613867,-122.34116,7,Very walkable
image_5038,47.6153119,-122.3254317,7,Very walkable
image_5039,47.6197431,-122.3524807,1,Not at all walkable
image_5040,47.6130635,-122.3222012,5,Moderately walkable
image_5042,47.6017629,-122.3203114,9,Extremely walkable
image_5043,47.6200039,-122.3183179,8,Very walkable
image_5044,47.6167584,-122.3383047,8,Very walkable
image_5045,47.602979,-122.337674,1,Not at all walkable
image_5046,47.6190652,-122.3250651,5,Moderately walkable
image_5047,47.6183731,-122.3508567,3,Slightly walkable
image_5048,47.5975912,-122.3218984,2,Not at all walkable
image_5049,47.5984375,-122.3262891,7,Very walkable
image_5050,47.6156699,-122.3414124,8,Very walkable
image_5051,47.6219787,-122.3418815,2,Not at all walkable
image_5053,47.6155932,-122.3492584,3,Slightly walkable
image_5054,47.6149691,-122.3331135,5,Moderately walkable
image_5056,47.5966359,-122.3278037,8,Very walkable
image_5057,47.6000363,-122.3283229,4,Moderately walkable
image_5058,47.6170659,-122.3418456,4,Moderately walkable
image_5059,47.6231341,-122.3382817,5,Moderately walkable
image_5061,47.6115242,-122.3467749,1,Not at all walkable
image_5062,47.6214988,-122.3209038,7,Very walkable
image_5063,47.6046743,-122.3317716,6,Moderately walkable
image_5064,47.6008754,-122.3249921,8,Very walkable
image_5065,47.6144141,-122.3208202,4,Moderately walkable
image_5066,47.6230386,-122.3447755,5,Moderately walkable
image_5068,47.6137532,-122.3243703,3,Slightly walkable
image_5069,47.6067233,-122.3260452,8,Very walkable
image_5070,47.6025458,-122.3319615,4,Moderately walkable
image_5071,47.5983905,-122.3340724,7,Very walkable
image_5072,47.6053239,-122.3289711,1,Not at all walkable
image_5073,47.6240414,-122.3388305,9,Extremely walkable
image_5074,47.6102374,-122.3211243,5,Moderately walkable
image_5075,47.6206579,-122.3579541,2,Not at all walkable
image_5076,47.6184793,-122.3540542,5,Moderately walkable
image_5077,47.6027439,-122.335965,6,Moderately walkable
image_5078,47.611898,-122.33652,9,Extremely walkable
image_5079,47.6184358,-122.3391436,8,Very walkable
image_5080,47.6092891,-122.3389319,5,Moderately walkable
image_5081,47.6204362,-122.3500132,10,Extremely walkable
image_5082,47.6203596,-122.3496514,9,Extremely walkable
image_5083,47.5982042,-122.334261,7,Very walkable
image_5085,47.6074792,-122.3195978,2,Not at all walkable
image_5086,47.6208251,-122.3359825,6,Moderately walkable
image_5087,47.6202327,-122.3448559,4,Slightly walkable
image_5090,47.6069978,-122.3262577,8,Very walkable
image_5091,47.6098388,-122.3411151,8,Very walkable
image_5093,47.6054619,-122.3340842,8,Very walkable
image_5094,47.6048991,-122.3239949,7,Very walkable
image_5095,47.6148943,-122.3332892,8,Very walkable
image_5096,47.5997095,-122.3236173,2,Not at all walkable
image_5097,47.612599,-122.3471994,2,Not at all walkable
image_5098,47.622924,-122.348067,2,Not at all walkable
image_5099,47.6155838,-122.3545291,4,Moderately walkable
image_5102,47.5979444,-122.3305827,2,Not at all walkable
image_5103,47.6183765,-122.3488807,8,Very walkable
image_5104,47.623177,-122.3177667,8,Very walkable
image_5105,47.6231352,-122.3398824,7,Very walkable
image_5106,47.6132921,-122.3326053,8,Very walkable
image_5107,47.6073036,-122.3231765,2,Not at all walkable
image_5108,47.6238579,-122.3409218,6,Moderately walkable
image_5109,47.6053701,-122.3393189,8,Very walkable
image_5110,47.599614,-122.3243223,2,Not at all walkable
image_5111,47.6001866,-122.3191365,2,Not at all walkable
image_5112,47.6139949,-122.3243644,8,Very walkable
image_5113,47.6160748,-122.3234373,2,Not at all walkable
image_5114,47.6230898,-122.3267066,7,Very walkable
image_5115,47.6085192,-122.3407699,9,Extremely walkable
image_5116,47.6114998,-122.3419285,2,Not at all walkable
image_5117,47.6203992,-122.34501,4,Moderately walkable
image_5118,47.6057317,-122.340417,8,Very walkable
image_5119,47.6053234,-122.3345406,1,Not at all walkable
image_5120,47.6140764,-122.3232607,8,Very walkable
image_5121,47.6219987,-122.3253686,3,Slightly walkable
image_5122,47.6026288,-122.3185629,2,Not at all walkable
image_5123,47.6031483,-122.3245942,2,Not at all walkable
image_5124,47.6108897,-122.3403888,8,Very walkable
image_5125,47.6048865,-122.3218862,6,Moderately walkable
image_5128,47.6048205,-122.3383241,5,Moderately walkable
image_5129,47.596646,-122.3269309,9,Extremely walkable
image_5130,47.6040141,-122.3380677,3,Slightly walkable
image_5131,47.6169369,-122.3443906,8,Very walkable
image_5132,47.6210769,-122.3213735,7,Very walkable
image_5133,47.5974358,-122.3240197,5,Moderately walkable
image_5134,47.6151915,-122.3418714,5,Moderately walkable
image_5135,47.6159136,-122.3319362,2,Not at all walkable
image_5136,47.6110053,-122.3459863,1,Not at all walkable
image_5139,47.601699,-122.31784,6,Moderately walkable
image_5141,47.6219839,-122.3267037,2,Not at all walkable
image_5142,47.6026067,-122.3312699,8,Very walkable
image_5143,47.6047649,-122.3288121,7,Very walkable
image_5144,47.6067644,-122.3244692,2,Not at all walkable
image_5145,47.6042435,-122.3375131,5,Moderately walkable
image_5146,47.6035437,-122.3365525,6,Moderately walkable
image_5147,47.6037386,-122.329087,2,Not at all walkable
image_5148,47.6014215,-122.3196963,2,Not at all walkable
image_5149,47.6143374,-122.3382398,8,Very walkable
image_5150,47.6103633,-122.3284588,2,Not at all walkable
image_5151,47.616959,-122.3579998,3,Slightly walkable
image_5152,47.6064431,-122.3334547,3,Slightly walkable
image_5153,47.6182246,-122.3547588,5,Moderately walkable
image_5154,47.6152274,-122.3261899,5,Moderately walkable
image_5155,47.600562,-122.3249672,6,Moderately walkable
image_5156,47.6197433,-122.3319741,5,Moderately walkable
image_5157,47.6156885,-122.3505904,5,Moderately walkable
image_5158,47.6048437,-122.3208979,5,Moderately walkable
image_5159,47.6127632,-122.3275388,3,Slightly walkable
image_5160,47.6018253,-122.3287773,2,Not at all walkable
image_5161,47.6196279,-122.3331,7,Very walkable
image_5162,47.6109828,-122.32357,8,Very walkable
image_5163,47.6136169,-122.3391974,4,Slightly walkable
image_5164,47.6130561,-122.3261514,2,Not at all walkable
image_5165,47.5983577,-122.322454,5,Moderately walkable
image_5167,47.6221314,-122.352188,10,Extremely walkable
image_5169,47.6061696,-122.3209285,7,Very walkable
image_5170,47.6136237,-122.3519714,5,Moderately walkable
image_5171,47.6208783,-122.3297643,4,Moderately walkable
image_5172,47.6184545,-122.3392791,7,Very walkable
image_5173,47.6208192,-122.3421854,2,Not at all walkable
image_5174,47.6166998,-122.3382036,8,Very walkable
image_5175,47.599699,-122.3195395,1,Not at all walkable
image_5177,47.6094802,-122.3297251,7,Very walkable
image_5178,47.6004045,-122.3362943,2,Not at all walkable
image_5179,47.6131675,-122.3451742,2,Not at all walkable
image_5180,47.621961,-122.3385329,8,Very walkable
image_5181,47.6233135,-122.3425506,6,Moderately walkable
image_5182,47.6156468,-122.3401968,8,Very walkable
image_5183,47.6022608,-122.3387986,2,Not at all walkable
image_5184,47.6208935,-122.3331269,8,Very walkable
image_5185,47.6175723,-122.351657,6,Moderately walkable
image_5186,47.6032293,-122.3377312,5,Moderately walkable
image_5187,47.6139797,-122.3455858,9,Extremely walkable
image_5188,47.6187869,-122.3221184,9,Extremely walkable
image_5189,47.6113665,-122.3454328,4,Moderately walkable
image_5190,47.6171438,-122.334892,2,Not at all walkable
image_5191,47.6085134,-122.3211528,3,Slightly walkable
image_5192,47.6192766,-122.3253879,7,Very walkable
image_5193,47.6163894,-122.353417,5,Moderately walkable
image_5194,47.6084579,-122.3209123,7,Very walkable
image_5196,47.6100638,-122.3462838,8,Very walkable
image_5197,47.5984379,-122.3223544,3,Slightly walkable
image_5198,47.613504,-122.3209469,5,Moderately walkable
image_5199,47.6171602,-122.3187166,10,Extremely walkable
image_5200,47.6189222,-122.3267303,5,Moderately walkable
image_5201,47.6194017,-122.3343152,5,Moderately walkable
image_5202,47.6209301,-122.3321067,5,Moderately walkable
image_5203,47.6101353,-122.3229602,8,Very walkable
image_5205,47.5992703,-122.3343092,5,Moderately walkable
image_5206,47.6218107,-122.3525587,7,Very walkable
image_5207,47.5971532,-122.3369852,1,Not at all walkable
image_5208,47.6209383,-122.3475924,8,Very walkable
image_5209,47.5999698,-122.330932,6,Moderately walkable
image_5210,47.6179079,-122.3221866,3,Slightly walkable
image_5212,47.6176657,-122.3385371,7,Very walkable
image_5213,47.6219174,-122.3219367,2,Slightly walkable
image_5214,47.6016606,-122.3300045,5,Moderately walkable
image_5215,47.6185204,-122.3316629,4,Moderately walkable
image_5216,47.6070965,-122.3260363,7,Very walkable
image_5217,47.6050104,-122.3380578,6,Moderately walkable
image_5218,47.5983653,-122.3249549,8,Very walkable
image_5219,47.6138868,-122.34343,7,Very walkable
image_5220,47.6005023,-122.3244471,2,Not at all walkable
image_5222,47.607105,-122.340884,1,Not at all walkable
image_5223,47.6195605,-122.3291222,4,Moderately walkable
image_5224,47.6235111,-122.3476517,7,Very walkable
image_5225,47.6126909,-122.3220158,6,Moderately walkable
image_5227,47.6135036,-122.318242,5,Moderately walkable
image_5230,47.6198214,-122.3476261,5,Moderately walkable
image_5232,47.617782,-122.3512191,5,Moderately walkable
image_5233,47.6066945,-122.3220353,5,Moderately walkable
image_5235,47.6196636,-122.3464955,5,Moderately walkable
image_5236,47.6242034,-122.3310891,4,Moderately walkable
image_5237,47.6133464,-122.3373863,8,Very walkable
image_5238,47.6025232,-122.3218463,2,Not at all walkable
image_5239,47.6033297,-122.3297491,3,Slightly walkable
image_5240,47.6053729,-122.3275338,4,Moderately walkable
image_5241,47.6176709,-122.3254606,2,Not at all walkable
image_5242,47.5997403,-122.3199163,2,Not at all walkable
image_5243,47.6210597,-122.3526336,5,Moderately walkable
image_5245,47.6017882,-122.3233985,2,Not at all walkable
image_5247,47.6168387,-122.3578558,5,Moderately walkable
image_5248,47.6134829,-122.3319198,5,Moderately walkable
image_5249,47.6064267,-122.3209737,7,Very walkable
image_5250,47.6154061,-122.3417572,8,Very walkable
image_5252,47.5974108,-122.3249671,6,Moderately walkable
image_5253,47.6200382,-122.3491734,8,Very walkable
image_5254,47.6177485,-122.3253012,6,Moderately walkable
image_5255,47.6172437,-122.358433,3,Slightly walkable
image_5256,47.6009692,-122.3262608,2,Not at all walkable
image_5258,47.6140907,-122.3207165,8,Very walkable
image_5259,47.6209814,-122.3469593,2,Not at all walkable
image_5260,47.6165953,-122.340234,8,Very walkable
image_5261,47.6230806,-122.3225389,3,Slightly walkable
image_5262,47.6231125,-122.3358535,7,Very walkable
image_5263,47.6231322,-122.3229969,5,Moderately walkable
image_5264,47.6039407,-122.3299407,2,Not at all walkable
image_5265,47.6167029,-122.3401088,5,Moderately walkable
image_5266,47.6141321,-122.3234114,9,Extremely walkable
image_5267,47.6135593,-122.3371091,8,Very walkable
image_5269,47.6232825,-122.3586756,4,Slightly walkable
image_5270,47.6218924,-122.3484806,3,Slightly walkable
image_5271,47.615904,-122.3545572,4,Slightly walkable
image_5272,47.6124041,-122.3410631,8,Very walkable
image_5273,47.6190338,-122.3495509,2,Not at all walkable
image_5274,47.6083114,-122.3303242,2,Not at all walkable
image_5275,47.6186697,-122.3200258,7,Very walkable
image_5276,47.6117556,-122.3415775,8,Very walkable
image_5277,47.6123106,-122.3249225,5,Moderately walkable
image_5278,47.5967459,-122.3194148,2,Not at all walkable
image_5280,47.6220168,-122.3581638,7,Very walkable
image_5281,47.6231829,-122.327274,2,Not at all walkable
image_5284,47.6034768,-122.3319279,5,Moderately walkable
image_5285,47.5994031,-122.3191418,2,Not at all walkable
image_5286,47.6061145,-122.3373944,6,Moderately walkable
image_5287,47.6210303,-122.3221451,5,Moderately walkable
image_5288,47.6216861,-122.3462971,2,Not at all walkable
image_5289,47.5992992,-122.3244084,3,Slightly walkable
image_5290,47.606266,-122.3317727,9,Extremely walkable
image_5291,47.6224341,-122.3409701,8,Very walkable
image_5292,47.6210627,-122.3231536,3,Slightly walkable
image_5293,47.6037293,-122.3360486,2,Not at all walkable
image_5294,47.6073461,-122.3260617,5,Moderately walkable
image_5295,47.59888,-122.3268362,2,Not at all walkable
image_5296,47.6209983,-122.3233223,3,Slightly walkable
image_5297,47.6231051,-122.3359672,8,Very walkable
image_5299,47.6104822,-122.3187988,5,Moderately walkable
image_5300,47.621454,-122.3519468,9,Extremely walkable
image_5301,47.6209222,-122.3530043,7,Very walkable
image_5302,47.5962493,-122.3307215,2,Not at all walkable
image_5303,47.6166402,-122.3478142,8,Very walkable
image_5304,47.6032789,-122.3351482,8,Very walkable
image_5305,47.6079891,-122.3193287,2,Not at all walkable
image_5306,47.6066409,-122.3243208,6,Moderately walkable
image_5307,47.616412,-122.3255592,5,Moderately walkable
image_5308,47.6155165,-122.3556527,10,Extremely walkable
image_5309,47.6133589,-122.3180308,1,Not at all walkable
image_5312,47.6010763,-122.3214524,8,Very walkable
image_5313,47.6211079,-122.3222384,3,Slightly walkable
image_5314,47.6035021,-122.3227317,8,Very walkable
image_5315,47.6204987,-122.3477287,6,Moderately walkable
image_5317,47.6197955,-122.3434744,8,Very walkable
image_5318,47.6019041,-122.3355192,2,Not at all walkable
image_5319,47.6159712,-122.3487962,8,Very walkable
image_5320,47.616021,-122.3429778,5,Moderately walkable
image_5321,47.6121645,-122.3383085,5,Moderately walkable
image_5322,47.6157916,-122.3508185,7,Very walkable
image_5323,47.6177235,-122.349944,5,Moderately walkable
image_5324,47.6143269,-122.34316,5,Moderately walkable
image_5325,47.6220096,-122.3555497,7,Very walkable
image_5326,47.6185706,-122.3462047,7,Very walkable
image_5329,47.6106812,-122.3453329,1,Not at all walkable
image_5330,47.6023189,-122.3194335,5,Moderately walkable
image_5331,47.615701,-122.3387599,10,Extremely walkable
image_5332,47.5982861,-122.327003,6,Moderately walkable
image_5333,47.6183015,-122.3498914,4,Slightly walkable
image_5334,47.6156063,-122.3342586,8,Very walkable
image_5335,47.5987262,-122.3261076,2,Not at all walkable
image_5337,47.6148279,-122.340052,5,Moderately walkable
image_5338,47.6207793,-122.3498549,10,Extremely walkable
image_5339,47.6186374,-122.342619,8,Very walkable
image_5340,47.6207339,-122.3189042,4,Slightly walkable
image_5341,47.6093433,-122.3313863,10,Extremely walkable
image_5342,47.6017822,-122.3330062,6,Moderately walkable
image_5343,47.5968581,-122.3304073,2,Not at all walkable
image_5344,47.62077,-122.3372822,7,Very walkable
image_5345,47.6160112,-122.3360797,5,Moderately walkable
image_5346,47.6111681,-122.3449679,8,Very walkable
image_5347,47.6238782,-122.3442977,1,Not at all walkable
image_5348,47.6169407,-122.3486058,8,Very walkable
image_5349,47.6160859,-122.3451669,5,Moderately walkable
image_5350,47.620945,-122.3344532,5,Moderately walkable
image_5352,47.619609,-122.3371888,4,Moderately walkable
image_5353,47.6142665,-122.3359989,8,Very walkable
image_5354,47.6134971,-122.3373393,7,Very walkable
image_5357,47.6008145,-122.3317193,8,Very walkable
image_5358,47.6198373,-122.320093,6,Moderately walkable
image_5359,47.6167882,-122.3445703,8,Very walkable
image_5360,47.6167039,-122.3459753,8,Very walkable
image_5361,47.6184058,-122.3279613,6,Moderately walkable
image_5362,47.623271,-122.355282,8,Very walkable
image_5364,47.6165217,-122.3309933,4,Moderately walkable
image_5365,47.5997582,-122.3179713,2,Not at all walkable
image_5366,47.6150472,-122.3515285,6,Moderately walkable
image_5367,47.6086732,-122.3405392,9,Extremely walkable
image_5368,47.6196315,-122.3422203,4,Moderately walkable
image_5370,47.6045502,-122.3344714,7,Very walkable
image_5371,47.6129651,-122.3269576,2,Not at all walkable
image_5372,47.6181236,-122.3385521,7,Very walkable
image_5373,47.5992112,-122.331569,8,Very walkable
image_5375,47.6196092,-122.3295802,5,Moderately walkable
image_5378,47.6220581,-122.323937,4,Moderately walkable
image_5379,47.6172072,-122.3583321,1,Not at all walkable
image_5380,47.6106167,-122.3387549,8,Very walkable
image_5382,47.6209668,-122.3378167,2,Not at all walkable
image_5383,47.6125099,-122.3281668,8,Very walkable
image_5384,47.6009602,-122.3322374,2,Not at all walkable
image_5385,47.6208874,-122.3303254,7,Very walkable
image_5386,47.6219882,-122.3177903,5,Moderately walkable
image_5387,47.6081668,-122.3380606,8,Very walkable
image_5388,47.6111518,-122.3314509,1,Not at all walkable
image_5389,47.6185407,-122.3384077,8,Very walkable
image_5390,47.6208931,-122.3259372,2,Not at all walkable
image_5391,47.6124181,-122.3182459,2,Not at all walkable
image_5392,47.6242414,-122.3252295,4,Moderately walkable
image_5393,47.6106342,-122.3204527,3,Slightly walkable
image_5394,47.6063534,-122.3348565,7,Very walkable
image_5395,47.6034056,-122.3275088,2,Not at all walkable
image_5397,47.6106426,-122.3487006,6,Moderately walkable
image_5398,47.620797,-122.3240551,6,Moderately walkable
image_5399,47.6181371,-122.3476487,8,Very walkable
image_5400,47.6040553,-122.3354827,4,Moderately walkable
image_5401,47.6201606,-122.3492063,8,Very walkable
image_5402,47.6208155,-122.324085,4,Moderately walkable
image_5403,47.6178784,-122.3342926,5,Moderately walkable
image_5405,47.6211152,-122.3233629,2,Not at all walkable
image_5406,47.610971,-122.3262701,2,Not at all walkable
image_5407,47.6015738,-122.3208486,7,Very walkable
image_5408,47.6210067,-122.3403276,2,Not at all walkable
image_5409,47.6153267,-122.3222753,8,Very walkable
image_5410,47.6017204,-122.3297671,6,Moderately walkable
image_5411,47.5988504,-122.3224388,2,Not at all walkable
image_5412,47.6093559,-122.3274652,2,Not at all walkable
image_5413,47.6128635,-122.3182665,4,Moderately walkable
image_5414,47.6078752,-122.3237494,4,Slightly walkable
image_5415,47.6198804,-122.319449,8,Very walkable
image_5417,47.6058978,-122.3236823,8,Very walkable
image_5418,47.6146777,-122.3347128,2,Not at all walkable
image_5419,47.6064674,-122.320826,5,Moderately walkable
image_5420,47.6186848,-122.3529557,5,Moderately walkable
image_5421,47.6222193,-122.3581523,8,Very walkable
image_5422,47.6198184,-122.3330009,5,Moderately walkable
image_5423,47.6025088,-122.3327093,8,Very walkable
image_5424,47.6140299,-122.3234104,6,Moderately walkable
image_5425,47.6052665,-122.3280044,1,Not at all walkable
image_5427,47.6052757,-122.3200654,3,Slightly walkable
image_5429,47.6031846,-122.3300775,2,Not at all walkable
image_5431,47.6211525,-122.3220911,8,Very walkable
image_5432,47.6135946,-122.3486934,7,Very walkable
image_5433,47.6210355,-122.3223289,2,Not at all walkable
image_5435,47.5999728,-122.3261921,5,Moderately walkable
image_5436,47.5974327,-122.3195253,3,Slightly walkable
image_5437,47.6052149,-122.337516,5,Moderately walkable
image_5438,47.6185799,-122.354793,5,Moderately walkable
image_5439,47.6215448,-122.3548579,6,Moderately walkable
image_5441,47.5991079,-122.3223294,5,Moderately walkable
image_5443,47.6184134,-122.3488139,9,Extremely walkable
image_5444,47.6076913,-122.3363865,2,Not at all walkable
image_5445,47.5983442,-122.317984,5,Moderately walkable
image_5446,47.6232149,-122.3417091,3,Slightly walkable
image_5447,47.6164211,-122.3244023,2,Not at all walkable
image_5448,47.6016915,-122.320212,6,Moderately walkable
image_5449,47.6052139,-122.32079,7,Very walkable
image_5450,47.60567,-122.3219114,6,Moderately walkable
image_5451,47.5975943,-122.3275539,6,Moderately walkable
image_5452,47.6129392,-122.3510197,3,Slightly walkable
image_5453,47.6105833,-122.3322869,1,Not at all walkable
image_5454,47.6184222,-122.3355334,5,Moderately walkable
image_5455,47.6045236,-122.32236,5,Moderately walkable
image_5456,47.616183,-122.3546375,5,Moderately walkable
image_5457,47.6058247,-122.3380279,5,Moderately walkable
image_5458,47.6086881,-122.324549,7,Very walkable
image_5459,47.6156922,-122.3474529,5,Moderately walkable
image_5460,47.6158428,-122.3385617,4,Moderately walkable
image_5461,47.6126477,-122.3471427,2,Not at all walkable
image_5462,47.6136909,-122.3392322,8,Very walkable
image_5463,47.614975,-122.3351557,8,Very walkable
image_5464,47.6062225,-122.3206785,7,Very walkable
image_5465,47.6069283,-122.3335037,8,Very walkable
image_5466,47.6071463,-122.3411342,1,Not at all walkable
image_5467,47.6184687,-122.3426149,7,Very walkable
image_5468,47.6124098,-122.3471282,1,Not at all walkable
image_5469,47.598441,-122.3262555,9,Extremely walkable
image_5470,47.608207,-122.3257187,6,Moderately walkable
image_5471,47.6092324,-122.320858,7,Very walkable
image_5472,47.6105314,-122.3294595,2,Not at all walkable
image_5473,47.5982235,-122.3355028,3,Slightly walkable
image_5474,47.6184205,-122.3457441,5,Moderately walkable
image_5475,47.6200717,-122.3494495,10,Extremely walkable
image_5476,47.6167212,-122.332316,5,Moderately walkable
image_5478,47.6162061,-122.3381633,7,Very walkable
image_5479,47.6200331,-122.3273101,1,Not at all walkable
image_5480,47.6052547,-122.330456,9,Extremely walkable
image_5481,47.6026295,-122.3220861,2,Not at all walkable
image_5482,47.616288,-122.3243623,5,Moderately walkable
image_5484,47.6177132,-122.3517023,8,Very walkable
image_5485,47.5972824,-122.3329228,2,Not at all walkable
image_5486,47.606386,-122.3390883,5,Moderately walkable
image_5487,47.5992953,-122.3236168,2,Not at all walkable
image_5488,47.6216862,-122.3465629,6,Moderately walkable
image_5489,47.6220468,-122.3252208,4,Slightly walkable
image_5490,47.6039062,-122.3286823,3,Slightly walkable
image_5491,47.6117713,-122.3395802,8,Very walkable
image_5492,47.6080537,-122.3183019,6,Moderately walkable
image_5493,47.60341,-122.3229429,5,Moderately walkable
image_5494,47.6108026,-122.3316727,8,Very walkable
image_5495,47.6129565,-122.3380568,5,Moderately walkable
image_5496,47.6179298,-122.3361963,5,Moderately walkable
image_5497,47.6242316,-122.3239503,5,Moderately walkable
image_5498,47.6114153,-122.3301901,2,Not at all walkable
image_5499,47.6232139,-122.3318375,8,Very walkable
image_5502,47.6047451,-122.3269366,6,Moderately walkable
image_5503,47.6098067,-122.3377186,8,Very walkable
image_5504,47.5975145,-122.3231105,5,Moderately walkable
image_5505,47.6218862,-122.3329043,8,Very walkable
image_5506,47.6162626,-122.3452321,8,Very walkable
image_5507,47.6096272,-122.3345424,7,Very walkable
image_5508,47.6189833,-122.356655,2,Not at all walkable
image_5509,47.6176334,-122.3222823,8,Very walkable
image_5510,47.6030874,-122.3242408,1,Not at all walkable
image_5511,47.6140311,-122.3245804,6,Moderately walkable
image_5512,47.6189274,-122.3562821,2,Not at all walkable
image_5513,47.6197179,-122.3251984,5,Moderately walkable
image_5514,47.6159323,-122.3391959,3,Slightly walkable
image_5515,47.5992997,-122.3238901,2,Not at all walkable
image_5516,47.61964,-122.3278444,2,Not at all walkable
image_5517,47.6184569,-122.3329505,5,Moderately walkable
image_5518,47.6000024,-122.3195421,1,Not at all walkable
image_5519,47.6192006,-122.3326416,8,Very walkable
image_5520,47.5976025,-122.3288828,8,Very walkable
image_5521,47.6150848,-122.3372856,8,Very walkable
image_5522,47.6160173,-122.3564287,10,Extremely walkable
image_5523,47.6140069,-122.3268239,8,Very walkable
image_5524,47.6230373,-122.3317852,7,Very walkable
image_5525,47.6010162,-122.3213264,6,Moderately walkable
image_5526,47.6151718,-122.318159,8,Very walkable
image_5527,47.6240898,-122.3396345,7,Very walkable
image_5528,47.6110401,-122.3204198,5,Moderately walkable
image_5529,47.6183662,-122.3220775,3,Slightly walkable
image_5531,47.6187344,-122.3207255,8,Very walkable
image_5532,47.6220168,-122.3231315,4,Slightly walkable
image_5534,47.6181256,-122.3444789,8,Very walkable
image_5535,47.6176336,-122.3400818,8,Very walkable
image_5536,47.6028961,-122.3313845,5,Moderately walkable
image_5538,47.6197576,-122.3540566,4,Slightly walkable
image_5540,47.6162733,-122.3334096,9,Extremely walkable
image_5541,47.6238708,-122.3411134,8,Very walkable
image_5542,47.5999671,-122.331579,6,Moderately walkable
image_5543,47.6199087,-122.3214161,5,Moderately walkable
image_5544,47.6044458,-122.3346683,7,Very walkable
image_5545,47.6103186,-122.34853,8,Very walkable
